term,cur,prev,diff,total,ma7,z_like
oled,51,34,17,452,28.286,3.595
삼성전자,36,36,0,499,17.286,3.628
디스플레이,28,25,3,258,12.857,3.302
삼성디스플레이,23,7,16,159,13.429,2.052
노트북,17,2,15,92,5.0,3.708
엔비디아,16,2,14,74,3.429,4.408
tv,15,41,-26,346,13.857,0.242
lg디스플레이,12,4,8,155,4.143,2.589
퀄컴,9,4,5,29,1.857,3.023
인텔,8,1,7,28,1.429,2.994
amd,7,2,5,27,1.857,2.177
하이센스,6,2,4,13,1.143,2.348
lg전자,6,44,-38,331,10.714,-1.103
올레드,5,1,4,24,1.286,1.741
폴더블,5,3,2,81,1.571,1.521
샤오미,4,1,3,14,0.714,1.781
메타,4,1,3,16,0.857,1.632
모니터,4,4,0,197,3.143,0.309
소니,3,0,3,11,0.429,1.554
xr,3,1,2,71,1.0,1.0
bmw,3,0,3,22,1.0,1.0
양산,3,0,3,25,2.143,0.348
애플,3,4,-1,153,3.571,-0.198
보쉬,2,0,2,2,0.286,1.117
고성능,2,1,1,17,0.571,0.814
boe,2,0,2,59,0.714,0.697
hp,2,1,1,40,0.857,0.593
모바일,2,1,1,70,1.143,0.414
sk하이닉스,2,0,2,44,1.143,0.414
ar,2,2,0,40,1.429,0.26
기아,1,0,1,28,0.143,0.622
fhd,1,0,1,14,0.143,0.622
byd,1,0,1,3,0.143,0.622
한화시스템,1,0,1,3,0.143,0.622
galaxy,1,0,1,2,0.143,0.622
고휘도,1,0,1,2,0.143,0.622
dell,1,0,1,1,0.143,0.622
miniled,1,0,1,1,0.143,0.622
태블릿,1,0,1,9,0.286,0.465
한미반도체,1,1,0,6,0.286,0.465
선익시스템,1,1,0,15,0.429,0.345
아마존,1,0,1,8,0.429,0.345
tsmc,1,0,1,18,0.571,0.244
구글,1,2,-1,57,0.714,0.155
레노버,1,2,-1,69,1.429,-0.195
갤럭시,1,3,-2,81,2.429,-0.558
그램,1,1,0,28,3.857,-0.964
