term,cur,prev,diff,total,ma7,z_like
lg전자,18,1,17,210,8.429,2.452
엔비디아,12,5,7,92,3.286,3.098
디스플레이,12,4,8,245,3.714,2.831
oled,10,5,5,364,9.429,0.14
사이니지,9,0,9,14,1.571,3.296
삼성전자,8,9,-1,660,13.0,-1.086
애플,7,3,4,230,7.143,-0.039
스마트폰,5,4,1,92,3.286,0.609
xr,4,4,0,116,2.429,0.614
모니터,4,4,0,84,4.571,-0.182
amoled,3,0,3,4,0.429,1.554
소니,3,0,3,20,1.571,0.634
갤럭시,3,5,-2,67,2.286,0.284
lg디스플레이,3,3,0,118,2.429,0.223
현대자동차,2,0,2,2,0.286,1.117
아마존,2,0,2,8,0.429,0.95
sk하이닉스,2,2,0,45,1.0,0.5
파나소닉,2,5,-3,7,1.0,0.5
lcd,2,2,0,13,1.143,0.414
고성능,2,0,2,18,1.429,0.26
모바일,2,0,2,41,1.714,0.124
폴더블,2,0,2,98,2.286,-0.114
구글,2,14,-12,64,3.714,-0.586
노트북,2,7,-5,134,3.857,-0.627
tv,2,4,-2,427,4.286,-0.744
맥북,1,0,1,10,0.143,0.622
수율,1,0,1,7,0.143,0.622
미디어텍,1,0,1,2,0.143,0.622
텐센트,1,0,1,1,0.143,0.622
lg화학,1,0,1,10,0.286,0.465
저전력,1,0,1,3,0.286,0.465
갤럭시z폴드,1,0,1,2,0.286,0.465
샤오미,1,1,0,9,0.429,0.345
8k,1,2,-1,5,0.429,0.345
proart,1,1,0,3,0.429,0.345
태블릿,1,1,0,19,0.571,0.244
아이폰,1,0,1,53,0.857,0.074
레노버,1,1,0,35,0.857,0.074
퀄컴,1,0,1,21,0.857,0.074
hp,1,0,1,69,1.0,0.0
tcl,1,0,1,25,1.0,0.0
기아,1,1,0,23,1.143,-0.069
4k,1,4,-3,18,1.429,-0.195
공급망,1,2,-1,52,1.857,-0.363
인텔,1,3,-2,58,2.714,-0.648
