term,cur,prev,diff,ma7,z_like,total
qled,9,3,6,1.714,3.155,13
기아,15,17,-2,5.0,3.09,46
oled,17,18,-1,8.286,2.247,335
hp,6,3,3,1.286,2.209,32
ar,5,0,5,1.143,1.864,52
인텔,4,0,4,0.714,1.781,26
갤럭시,7,1,6,3.429,1.252,126
lcd,3,2,1,0.714,1.239,37
선익시스템,2,0,2,0.286,1.117,7
증착기,2,0,2,0.286,1.117,2
lg디스플레이,5,0,5,2.429,1.005,59
폴더블,19,8,11,14.571,0.919,307
노트북,5,4,1,2.714,0.863,130
fhd,1,0,1,0.143,0.622,16
nit,1,0,1,0.143,0.622,1
sharp,1,0,1,0.143,0.622,7
tsmc,1,0,1,0.143,0.622,8
고휘도,1,0,1,0.143,0.622,2
니트,1,0,1,0.143,0.622,1
폭스바겐,1,0,1,0.286,0.465,4
알파벳,1,1,0,0.286,0.465,3
하이센스,1,1,0,0.286,0.465,12
공급망,4,7,-3,2.857,0.425,56
vr,2,2,0,1.143,0.414,18
xr,5,4,1,3.857,0.386,86
bmw,1,0,1,0.429,0.345,14
ppi,1,0,1,0.429,0.345,3
sk하이닉스,2,1,1,1.429,0.26,54
lg화학,4,18,-14,3.286,0.254,25
boe,1,0,1,0.571,0.244,19
구글,1,1,0,0.571,0.244,57
카카오,1,1,0,0.571,0.244,37
화웨이,1,1,0,0.571,0.244,44
해상도,1,3,-2,0.571,0.244,6
lg전자,6,8,-2,5.857,0.042,300
모니터,4,0,4,4.0,0.0,162
삼성디스플레이,2,10,-8,2.143,-0.058,85
4k,1,0,1,1.286,-0.134,12
tcl,1,1,0,1.571,-0.254,77
엔비디아,1,1,0,1.571,-0.254,180
디스플레이,4,2,2,5.143,-0.35,199
스마트폰,3,14,-11,4.286,-0.419,105
삼성전자,2,4,-2,4.0,-0.667,475
레노버,1,0,1,4.143,-1.035,123
tv,2,4,-2,7.0,-1.371,234
애플,9,17,-8,20.286,-2.05,414
아이폰,7,18,-11,19.0,-2.239,248
