term,cur,prev,diff,ma7,z_like,total
아이폰,46,5,41,11.571,7.822,184
애플,42,17,25,17.429,4.748,376
폴더블,28,16,12,12.429,3.441,292
레노버,18,1,17,7.0,3.017,124
디스플레이,10,6,4,5.143,1.486,213
고성능,2,1,1,0.429,0.95,8
tv,10,4,6,7.429,0.69,232
fmm,1,0,1,0.143,0.622,8
ppi,1,0,1,0.143,0.622,7
수율,1,0,1,0.143,0.622,17
boe,2,1,1,0.857,0.593,22
삼성디스플레이,2,1,1,0.857,0.593,76
양산,2,1,1,0.857,0.593,51
etri,1,1,0,0.286,0.465,2
oled,9,10,-1,7.571,0.381,332
벤츠,1,0,1,0.429,0.345,41
현대모비스,1,0,1,0.429,0.345,7
아이패드,1,1,0,0.429,0.345,9
메타,1,0,1,0.571,0.244,19
tcl,2,3,-1,1.571,0.19,68
벤큐,1,5,-4,0.857,0.074,12
모니터,4,6,-2,4.0,0.0,171
스마트폰,4,6,-2,4.0,0.0,100
공급망,3,2,1,3.286,-0.102,45
lg디스플레이,2,3,-1,2.429,-0.168,71
xr,2,5,-3,2.429,-0.168,74
갤럭시,3,2,1,3.571,-0.198,119
ar,1,0,1,1.571,-0.254,64
노트북,2,8,-6,4.571,-0.819,127
샤오미,1,9,-8,3.571,-0.89,50
화웨이,1,13,-12,3.857,-0.964,43
lg전자,8,6,2,12.714,-1.033,328
엔비디아,1,1,0,5.857,-1.42,197
삼성전자,5,12,-7,14.286,-1.943,549
