date,types,title,url,org
2026-09-08,LAUNCH,"에이서, 1000Hz 게이밍 모니터와 핸드헬드 PC 공개... IFA 2026서 다양한...",https://www.inven.co.kr/webzine/news/?news=320546,"AMD, Acer, 엔비디아, 인텔"
2026-09-08,"CERT,LAUNCH",일본 JDI 모바라 공장 매각에 마이크론·반도체기판 업체 등 관심,https://zdnet.co.kr/view/?no=20260908160716,"JDI, LG디스플레이, 삼성디스플레이, 애플"
2026-09-09,LAUNCH,"애플, 내일 폴더블폰 '아이폰 울트라' 공개…""생산차질에 출시는 10월말...",https://www.newsworks.co.kr/news/articleView.html?idxno=853168,"TSMC, 삼성전자, 샤오미, 애플, 화웨이"
2026-09-09,"CERT,INVEST,LAUNCH","""마음의 준비하세요..삼전닉스 전원 구조각"" 최장수 반도체 리서치센터...",https://www.ytn.co.kr/_ln/0102_202609091136373004,"AMD, SK하이닉스, 구글, 삼성전자, 엔비디아, 인텔, 화웨이"
2026-09-09,INVEST,"""원가 못 줄이면 죽는다"" 스마트폰  OLED  공정 통합 속도전",https://www.thelec.kr/news/articleView.html?idxno=62038,Unknown
2026-09-08,"CERT,LAUNCH","레이네오, 카메라 뺀 AI 안경 ‘iO’ 공개…55개 언어 실시간 통역까지...",https://www.wikitree.co.kr/articles/1158185,"TCL, 구글, 애플"
2026-09-08,LAUNCH,"레노버 요가탭 2세대·플러스 2세대, 안드로이드17 탑재하고 보안패치 ...",https://www.wikitree.co.kr/articles/1157901,"Harman, 구글, 레노버, 미디어텍, 애플, 퀄컴"
2026-09-09,LAUNCH,[경제인사이드] '가전' 넘은 'AI 홈·로봇'… 베를린 달군 IFA 2026,https://www.newscj.com/news/articleView.html?idxno=3431252,"TCL, 구글, 샤오미, 하이센스"
2026-09-09,"INVEST,LAUNCH,REGUL",[동북아 정세 브리핑] 中 8월 CPI 0.8%·PPI 3.8% 상승…디플레 탈출은 아...,http://kor.theasian.asia/archives/415045,"SK하이닉스, 미디어텍, 삼성전자, 샤오미"
2026-09-09,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP","[재계 투데이] 삼성 전자 , 미스트랄 AI와 반도체 AI 협력 外",https://news.dealsitetv.com/articles/175818,"LG전자, SK하이닉스, 삼성전자, 엔비디아"
2026-09-09,"INVEST,LAUNCH","엔비디아 RTX 스파크, 노트북의 미래인가",https://www.itworld.co.kr/article/4219908/엔비디아-rtx-스파크-노트북의-미래인가.html,"AMD, Dell, HP, 레노버, 마이크로소프트, 엔비디아, 인텔"
2026-09-08,"CERT,LAUNCH,PARTNERSHIP",[ICT 종합] 인텔 및 니콘이미징코리아 소식 외,https://www.gamevu.co.kr/news/articleView.html?idxno=60662,"AMD, Dell, KAIST, 네이버, 인텔, 카카오"
2026-09-09,"INVEST,LAUNCH,REGUL",[PLAY IT] 'YMTC 낸드플래시'…지타이 TiPlus7100 2TB SSD 써보니,https://www.ddaily.co.kr/page/view/2026082821212797613,"AMD, 마이크로소프트"
