term,cur,diff,z_like
맥북,12,12,4.45
아이패드,12,12,4.29
lg전자,24,21,3.31
oled,22,2,2.41
주사율,5,5,2.15
모니터,12,11,2.04
sk하이닉스,6,6,1.97
lg디스플레이,11,6,1.73
기아,11,7,1.62
