term,cur,prev,diff,ma7,z_like,total
hp,25,8,17,4.857,6.287,59
삼성전자,40,19,21,18.429,4.076,529
tv,28,19,9,10.857,3.991,385
올레드,6,1,5,1.286,2.209,25
노트북,13,5,8,6.0,2.029,156
oled,29,7,22,19.429,1.77,353
사이니지,2,0,2,0.286,1.117,4
하이센스,3,2,1,0.857,1.113,6
맥북,2,1,1,0.571,0.814,14
boe,1,0,1,0.143,0.622,21
hdr,1,0,1,0.143,0.622,1
jdi,1,0,1,0.143,0.622,2
올레드tv,1,0,1,0.143,0.622,2
tcl,2,0,2,1.0,0.5,50
카카오,2,1,1,1.0,0.5,14
ltpo,1,0,1,0.286,0.465,2
sharp,1,0,1,0.286,0.465,6
고성능,1,0,1,0.286,0.465,19
증착기,1,0,1,0.286,0.465,4
화웨이,1,0,1,0.286,0.465,33
디스플레이,13,3,10,11.286,0.393,231
스마트폰,5,6,-1,3.857,0.386,132
모니터,3,2,1,2.143,0.348,129
메타,1,0,1,0.429,0.345,29
구글,2,1,1,1.286,0.335,69
모바일,2,1,1,1.429,0.26,37
벤츠,1,0,1,0.571,0.244,53
asus,1,0,1,0.714,0.155,16
ar,1,0,1,0.857,0.074,45
양산,1,4,-3,0.857,0.074,48
갤럭시,2,2,0,1.857,0.06,88
엔비디아,2,5,-3,1.857,0.06,90
인텔,2,3,-1,2.0,0.0,36
lg전자,7,5,2,7.143,-0.039,207
애플,7,12,-5,7.143,-0.039,266
폴더블,3,10,-7,3.286,-0.102,167
공급망,1,2,-1,1.714,-0.309,41
xr,3,6,-3,4.571,-0.501,127
삼성디스플레이,2,0,2,3.714,-0.586,90
sk하이닉스,1,3,-2,2.571,-0.604,84
아이폰,1,6,-5,3.0,-0.732,116
