semantic_key,monthly_avg_sentiment
Apple_Display_Topic,0.4983
Automotive_Display_Topic,0.4956
Display_Materials_Topic,0.4916
Equipment_Maker,0.4812
Flexible_Display_Topic,0.4985
Foldable_Display_Topic,0.4870
Gaming_Monitor_Topic,0.4971
Material_Supplier,0.4899
MicroLED_Topic,0.4953
Panel_Manufacturer,0.4995
Platform_Company,0.4885
Quantum_Dot_Topic,0.4907
Set_Manufacturer,0.4999
Smartphone_Display_Topic,0.4825
TV_Display_Topic,0.4991
Transparent_Display_Topic,0.5311
XR_Device_Topic,0.4860
