org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,737.5086,0.0148,0.6408,737.5086
AMD,1,662.6487,0.0142,0.5757,662.6487
AMD,4,449.7085,0.0401,0.3907,449.7085
AMD,2,205.5635,0.0250,0.1786,205.5635
AMD,3,199.5537,0.0180,0.1734,199.5537
AMD,5,193.4579,0.0190,0.1681,193.4579
AMD,9,82.6079,0.0107,0.0718,82.6079
AMD,7,71.9109,0.0146,0.0625,71.9109
AMD,6,61.1545,0.0112,0.0531,61.1545
AMD,8,57.9403,0.0206,0.0503,57.9403
AMD,10,30.3652,0.0100,0.0264,30.3652
ASE,1,328.5518,0.0070,0.7138,328.5518
ASE,0,297.3601,0.0060,0.6460,297.3601
ASE,3,74.8326,0.0067,0.1626,74.8326
ASE,4,64.8550,0.0058,0.1409,64.8550
ASE,6,42.4484,0.0078,0.0922,42.4484
ASE,2,37.7714,0.0046,0.0821,37.7714
ASE,9,37.4207,0.0048,0.0813,37.4207
ASE,5,25.4178,0.0025,0.0552,25.4178
ASE,7,19.6121,0.0040,0.0426,19.6121
ASE,8,6.6008,0.0023,0.0143,6.6008
ASE,10,2.2218,0.0007,0.0048,2.2218
ASUS,4,420.4881,0.0375,0.6277,420.4881
ASUS,0,347.2667,0.0070,0.5184,347.2667
ASUS,1,300.8259,0.0064,0.4491,300.8259
ASUS,3,148.2399,0.0133,0.2213,148.2399
ASUS,2,146.7273,0.0179,0.2190,146.7273
ASUS,5,84.0200,0.0082,0.1254,84.0200
ASUS,7,78.4483,0.0159,0.1171,78.4483
ASUS,9,44.4812,0.0058,0.0664,44.4812
ASUS,6,32.3759,0.0059,0.0483,32.3759
ASUS,8,30.0703,0.0107,0.0449,30.0703
ASUS,10,14.0717,0.0046,0.0210,14.0717
AUO,1,51.2929,0.0011,0.7546,51.2929
AUO,0,43.6683,0.0009,0.6425,43.6683
AUO,5,4.2363,0.0004,0.0623,4.2363
AUO,6,3.5973,0.0007,0.0529,3.5973
AUO,3,3.5635,0.0003,0.0524,3.5635
AUO,4,3.5635,0.0003,0.0524,3.5635
AUO,9,3.5303,0.0005,0.0519,3.5303
AUO,7,2.9055,0.0006,0.0427,2.9055
AUO,10,1.4812,0.0005,0.0218,1.4812
AUO,2,1.4527,0.0002,0.0214,1.4527
AUO,8,0.7334,0.0003,0.0108,0.7334
Acer,0,44.3614,0.0009,0.7177,44.3614
Acer,1,40.2025,0.0009,0.6504,40.2025
Acer,5,9.8847,0.0010,0.1599,9.8847
Acer,9,6.3545,0.0008,0.1028,6.3545
Acer,6,5.7557,0.0011,0.0931,5.7557
Acer,2,5.0846,0.0006,0.0823,5.0846
Acer,4,3.5635,0.0003,0.0577,3.5635
Acer,8,2.9337,0.0010,0.0475,2.9337
Acer,7,2.9055,0.0006,0.0470,2.9055
Acer,10,2.2218,0.0007,0.0359,2.2218
Acer,3,2.1381,0.0002,0.0346,2.1381
Amkor,1,96.3475,0.0021,0.7344,96.3475
Amkor,0,83.1777,0.0017,0.6340,83.1777
Amkor,6,15.8282,0.0029,0.1207,15.8282
Amkor,3,14.2538,0.0013,0.1086,14.2538
Amkor,9,14.1210,0.0018,0.1076,14.1210
Amkor,4,13.5411,0.0012,0.1032,13.5411
Amkor,5,8.4726,0.0008,0.0646,8.4726
Amkor,7,7.9901,0.0016,0.0609,7.9901
Amkor,8,4.4005,0.0016,0.0335,4.4005
Amkor,2,3.6319,0.0004,0.0277,3.6319
Amkor,10,2.2218,0.0007,0.0169,2.2218
Apple,2,201.2053,0.0245,0.6010,201.2053
Apple,0,174.6731,0.0035,0.5217,174.6731
Apple,1,126.1528,0.0027,0.3768,126.1528
Apple,4,99.0642,0.0088,0.2959,99.0642
Apple,3,87.6611,0.0079,0.2618,87.6611
Apple,5,62.1325,0.0061,0.1856,62.1325
Apple,7,42.1296,0.0086,0.1258,42.1296
Apple,9,31.7723,0.0041,0.0949,31.7723
Apple,8,28.6034,0.0102,0.0854,28.6034
Apple,6,14.3893,0.0026,0.0430,14.3893
Apple,10,4.4437,0.0015,0.0133,4.4437
BMW,1,598.1860,0.0128,0.6548,598.1860
BMW,0,588.4820,0.0118,0.6442,588.4820
BMW,3,265.1213,0.0239,0.2902,265.1213
BMW,4,144.6764,0.0129,0.1584,144.6764
BMW,5,126.3831,0.0124,0.1383,126.3831
BMW,9,80.4898,0.0104,0.0881,80.4898
BMW,6,78.4216,0.0143,0.0858,78.4216
BMW,2,69.7318,0.0085,0.0763,69.7318
BMW,7,63.9208,0.0130,0.0700,63.9208
