org,topic,base_score,topic_share,company_focus,hybrid_score
AGC,7,3.8714,0.0009,0.8612,3.8714
AGC,2,2.0615,0.0001,0.4586,2.0615
AGC,3,0.7054,0.0001,0.1569,0.7054
AGC,0,0.6872,0.0000,0.1529,0.6872
AMD,0,950.3658,0.0193,0.6330,950.3658
AMD,1,944.7596,0.0212,0.6293,944.7596
AMD,2,542.1827,0.0154,0.3611,542.1827
AMD,4,226.9349,0.0229,0.1512,226.9349
AMD,8,197.8592,0.0270,0.1318,197.8592
AMD,9,189.4903,0.0261,0.1262,189.4903
AMD,6,130.8794,0.0200,0.0872,130.8794
AMD,3,96.6422,0.0144,0.0644,96.6422
AMD,5,95.2313,0.0128,0.0634,95.2313
AMD,7,44.1335,0.0101,0.0294,44.1335
AMD,10,8.1821,0.0058,0.0055,8.1821
ASE,2,257.0042,0.0073,0.6539,257.0042
ASE,0,216.4608,0.0044,0.5507,216.4608
ASE,1,184.3772,0.0041,0.4691,184.3772
ASE,4,61.7608,0.0062,0.1571,61.7608
ASE,6,42.8743,0.0066,0.1091,42.8743
ASE,9,27.9690,0.0038,0.0712,27.9690
ASE,5,23.2788,0.0031,0.0592,23.2788
ASE,7,18.5825,0.0043,0.0473,18.5825
ASE,8,15.6579,0.0021,0.0398,15.6579
ASE,3,2.1163,0.0003,0.0054,2.1163
ASUS,0,432.9215,0.0088,0.6563,432.9215
ASUS,1,359.0502,0.0080,0.5443,359.0502
ASUS,2,208.9018,0.0059,0.3167,208.9018
ASUS,4,168.7649,0.0170,0.2558,168.7649
ASUS,8,144.4799,0.0197,0.2190,144.4799
ASUS,3,114.2776,0.0170,0.1732,114.2776
ASUS,9,78.3133,0.0108,0.1187,78.3133
ASUS,5,67.7201,0.0091,0.1027,67.7201
ASUS,6,42.8743,0.0066,0.0650,42.8743
ASUS,7,11.6141,0.0027,0.0176,11.6141
ASUS,10,6.3639,0.0045,0.0096,6.3639
AUO,2,115.4457,0.0033,0.6525,115.4457
AUO,0,97.5791,0.0020,0.5515,97.5791
AUO,1,83.1777,0.0019,0.4701,83.1777
AUO,5,23.9842,0.0032,0.1356,23.9842
AUO,4,22.2626,0.0022,0.1258,22.2626
AUO,6,12.7871,0.0020,0.0723,12.7871
AUO,9,11.1876,0.0015,0.0632,11.1876
AUO,8,9.2524,0.0013,0.0523,9.2524
AUO,3,8.4650,0.0013,0.0478,8.4650
AUO,7,4.6456,0.0011,0.0263,4.6456
Acer,0,19.9281,0.0004,0.6015,19.9281
Acer,1,19.4081,0.0004,0.5858,19.4081
Acer,6,11.2827,0.0017,0.3406,11.2827
Acer,4,9.3359,0.0009,0.2818,9.3359
Acer,2,8.2461,0.0002,0.2489,8.2461
Acer,9,4.8946,0.0007,0.1477,4.8946
Acer,3,3.5271,0.0005,0.1065,3.5271
Acer,5,2.1163,0.0003,0.0639,2.1163
Acer,8,0.7117,0.0001,0.0215,0.7117
Amkor,2,64.5946,0.0018,0.6693,64.5946
Amkor,0,54.9742,0.0011,0.5696,54.9742
Amkor,1,42.9751,0.0010,0.4453,42.9751
Amkor,4,11.4904,0.0012,0.1191,11.4904
Amkor,9,8.3907,0.0012,0.0869,8.3907
Amkor,8,5.6938,0.0008,0.0590,5.6938
Amkor,6,5.2653,0.0008,0.0546,5.2653
Amkor,3,2.8217,0.0004,0.0292,2.8217
Amkor,5,1.4108,0.0002,0.0146,1.4108
Apple,0,183.4763,0.0037,0.6360,183.4763
Apple,1,151.1061,0.0034,0.5238,151.1061
Apple,2,95.5176,0.0027,0.3311,95.5176
Apple,3,90.9988,0.0136,0.3154,90.9988
Apple,8,56.2262,0.0077,0.1949,56.2262
Apple,4,49.5522,0.0050,0.1718,49.5522
Apple,5,42.3250,0.0057,0.1467,42.3250
Apple,9,37.7582,0.0052,0.1309,37.7582
Apple,6,16.5480,0.0025,0.0574,16.5480
Apple,7,14.7112,0.0034,0.0510,14.7112
Apple,10,0.9091,0.0006,0.0032,0.9091
BMW,0,421.9267,0.0086,0.5951,421.9267
BMW,2,414.3677,0.0118,0.5845,414.3677
BMW,1,338.9490,0.0076,0.4781,338.9490
BMW,5,146.7268,0.0197,0.2070,146.7268
BMW,8,71.1724,0.0097,0.1004,71.1724
BMW,4,58.8882,0.0059,0.0831,58.8882
BMW,9,53.8404,0.0074,0.0759,53.8404
BMW,3,47.2630,0.0070,0.0667,47.2630
BMW,7,37.9394,0.0087,0.0535,37.9394
BMW,6,36.8569,0.0056,0.0520,36.8569
BMW,10,4.5456,0.0032,0.0064,4.5456
BOE,0,806.7458,0.0164,0.7181,806.7458
BOE,1,679.2842,0.0152,0.6046,679.2842
BOE,2,331.2193,0.0094,0.2948,331.2193
BOE,8,101.0647,0.0138,0.0900,101.0647
BOE,6,84.2442,0.0129,0.0750,84.2442
BOE,9,81.8095,0.0112,0.0728,81.8095
BOE,4,79.7145,0.0080,0.0710,79.7145
BOE,3,70.5417,0.0105,0.0628,70.5417
BOE,5,52.9063,0.0071,0.0471,52.9063
BOE,7,44.9078,0.0103,0.0400,44.9078
BOE,10,12.7277,0.0090,0.0113,12.7277
BYD,0,283.1169,0.0057,0.5927,283.1169
BYD,2,274.8708,0.0078,0.5755,274.8708
