term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,11,1,10,44,3.714,2.489
모니터,6,0,6,96,2.571,1.317
비전프로,2,0,2,2,0.286,1.117
맥북,2,1,1,16,0.429,0.95
벤츠,5,0,5,24,2.571,0.933
xr,5,3,2,68,2.571,0.933
kaist,2,0,2,21,0.571,0.814
카카오,3,0,3,26,1.429,0.716
csot,1,0,1,2,0.143,0.622
아이패드,1,0,1,7,0.143,0.622
태블릿,1,0,1,11,0.143,0.622
공급망,2,0,2,52,0.857,0.593
퀄컴,2,1,1,32,1.0,0.5
아이폰,3,1,2,77,1.857,0.484
올레드,1,0,1,12,0.286,0.465
화웨이,1,1,0,14,0.286,0.465
소니,1,1,0,12,0.429,0.345
bmw,1,0,1,14,0.429,0.345
tsmc,1,0,1,20,0.429,0.345
샤오미,1,1,0,15,0.571,0.244
인텔,1,1,0,34,0.571,0.244
tcl,2,1,1,22,2.857,-0.319
엔비디아,4,3,1,111,6.143,-0.616
lcd,1,1,0,36,2.714,-0.648
