term,cur,prev,diff,ma7,z_like,total
기아,15,0,15,2.571,4.774,46
고성능,6,1,5,1.143,2.348,21
구글,5,0,5,1.429,1.627,45
xr,8,9,-1,3.429,1.603,108
현대모비스,3,0,3,0.571,1.383,34
디스플레이,6,6,0,3.286,0.965,187
양산,3,1,2,1.143,0.898,27
lg전자,15,11,4,11.286,0.852,241
cvd,1,0,1,0.143,0.622,3
sk온,1,0,1,0.143,0.622,2
hp,1,0,1,0.429,0.345,21
샤오미,1,0,1,0.429,0.345,14
vr,1,1,0,0.571,0.244,14
모바일,2,1,1,1.571,0.19,50
폴더블,4,2,2,3.714,0.098,104
lcd,1,0,1,0.857,0.074,22
tsmc,1,1,0,0.857,0.074,17
sk하이닉스,1,0,1,1.143,-0.069,42
메타,1,7,-6,1.143,-0.069,19
ar,2,3,-1,2.286,-0.114,43
엔비디아,1,2,-1,1.429,-0.195,136
갤럭시,3,1,2,3.714,-0.244,81
lg디스플레이,1,3,-2,2.143,-0.464,93
노트북,4,22,-18,5.571,-0.468,104
애플,5,10,-5,8.143,-0.816,214
레노버,1,7,-6,3.571,-0.89,95
oled,6,19,-13,10.0,-0.961,258
모니터,1,3,-2,3.857,-0.964,84
tv,5,6,-1,10.143,-1.229,218
삼성전자,2,3,-1,8.143,-1.594,386
