org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
대거,2,2,3,8,3,4,9,5
대규모,2,1,2,0,2,4,1,8
대규모의,1,0,1,0,3,9,1,2
대란,1,10,2,0,3,3,1,4
대만,1,5,4,1,11,7,1,6
대만과,1,3,2,0,5,3,0,2
대만이,1,3,2,0,5,3,0,2
대비,46,8,44,19,28,27,16,38
대상으로,8,2,11,12,4,13,5,12
대신,0,0,0,0,1,0,0,1
대용량,3,2,7,4,5,8,0,8
대응,1,0,2,0,3,2,0,2
대전,0,0,0,0,5,1,23,1
대죄,4,1,7,14,1,5,3,7
대진일,0,0,0,0,2,0,7,1
대타,0,0,0,0,1,0,7,0
대통령과,0,1,1,1,2,4,1,3
대통령의,0,0,0,0,3,2,1,1
대통령이,0,0,0,0,3,2,1,1
대폭,10,0,6,1,2,6,3,2
대표,3,10,2,0,4,2,1,1
대표는,1,1,2,0,1,2,0,1
대표이사,5,20,4,1,8,5,3,3
대학,0,0,0,0,3,3,1,2
대한,25,10,27,22,30,28,20,22
대해,20,19,15,4,15,14,7,12
대형,27,2,23,11,9,14,8,9
댓글,10,2,7,1,2,3,2,3
더밸류뉴스.,7,3,2,1,5,4,2,4
더불어,6,2,3,1,5,7,4,2
더블트리,5,37,6,2,14,11,5,8
더블트리바이힐튼,2,10,2,1,4,3,2,2
더샵탕정,1,0,3,1,3,0,2,2
더욱,2,1,3,3,5,7,3,12
더킹,0,0,1,1,0,2,2,2
덕분에,1,2,4,7,3,3,1,10
덕수궁,1,0,1,2,0,0,1,1
던질,0,0,0,0,2,0,7,0
덧붙였다.,3,2,9,1,4,3,0,1
데이터,0,1,0,0,2,1,7,1
데이터센터,6,2,3,1,5,7,4,2
덱스,4,0,6,5,1,3,0,9
덱스를,3,0,3,3,0,2,0,5
도원암귀,5,1,8,19,1,5,4,9
도입,2,0,2,2,3,7,2,4
도입이,0,0,0,0,3,3,1,2
도입하며,0,0,0,0,3,3,1,2
도출됐다.,1,1,2,2,3,3,3,5
도쿄게임쇼,2,1,3,8,1,3,2,4
도쿄게임쇼는,2,1,3,8,1,3,2,4
독립,0,0,0,0,1,2,0,0
독서,0,0,0,0,3,3,1,2
동기,4,2,7,10,3,6,3,4
동기대비,10,0,6,1,2,6,3,2
동박,1,4,4,1,6,6,1,3
동시에,6,1,12,6,10,11,4,11
동안,1,1,1,0,5,9,8,2
동일하이빌,3,2,4,1,9,2,4,4
동진쎄미켐,7,6,5,2,4,2,2,6
됐다.,4,1,1,0,3,8,10,2
되기,0,1,0,3,0,1,0,3
된다.,4,2,9,3,5,4,1,2
됩니다,0,1,0,0,2,1,7,1
두나무,9,1,7,1,4,6,1,3
두산밥캣,6,1,4,7,5,3,4,3
들어가는,1,2,3,0,5,8,2,5
듯.,0,0,0,0,2,0,7,0
등도,2,2,3,0,4,1,2,1
등에,0,2,2,1,6,4,1,4
등으로,0,0,0,0,2,0,7,1
등을,19,12,22,19,29,34,16,21
등의,1,0,1,2,0,0,1,1
등이,11,4,9,1,14,10,10,10
등이다.,1,0,3,1,3,0,2,2
등판,0,0,0,0,1,0,8,0
등판이,0,0,0,0,2,0,7,0
디바이스,2,0,0,0,0,2,0,7
디스플레이를,2,2,1,1,3,3,2,5
디스플레이에서,1,0,3,2,1,1,0,4
디스플레이의,6,1,6,1,2,1,2,3
디인포메이션은,2,1,1,1,3,5,1,2
디일렉,9,2,19,3,9,7,1,5
디자인,2,2,1,1,3,3,2,5
디자인하우스,5,20,3,1,8,4,2,3
따돌릴,6,1,6,1,2,1,2,3
따라,5,3,7,2,9,6,1,6
따르면,41,22,46,18,36,40,13,36
따른,18,2,14,3,10,11,5,11
땅볼,0,1,1,3,3,2,6,1
때문에,3,21,3,4,8,3,2,7
때문이다.,0,0,0,0,1,0,0,1
떠나는,0,0,0,2,1,1,0,5
또는,0,0,0,0,2,0,7,1
또한,7,11,9,6,13,20,13,10
뛰어난,1,1,4,4,3,2,1,7
라고,0,0,0,0,2,0,7,0
라며,6,2,3,1,5,7,4,2
라온텍,2,0,2,1,1,4,1,5
라온텍은,6,0,6,3,1,9,3,10
라온텍의,2,0,2,1,0,2,1,2
라온텍이,6,0,6,3,1,9,3,10
라이젠,1,1,2,2,4,5,4,11
라이트,2,0,2,1,0,2,1,2
라인,18,5,45,7,22,18,5,10
라인은,6,0,7,3,3,1,3,3
러바오까지,0,0,0,0,1,2,0,0
러트닉,1,3,2,0,5,3,0,2
러트닉은,1,3,2,0,5,3,0,2
레노버,0,0,0,0,1,2,1,6
레이,2,1,1,1,3,5,1,2
레이네오,5,1,1,0,3,8,1,5
레이밴,1,0,1,0,3,9,1,2
레이저,12,5,38,4,19,17,2,7
렌즈에,1,0,1,0,3,9,1,2
로봇,2,11,5,0,7,5,3,3
롯데,0,1,1,3,5,2,13,2
롯데는,0,1,1,3,4,2,13,1
롯데자이언츠가,1,0,0,0,3,0,5,1
롯데칠성음료,0,0,1,1,0,2,2,2
루시아,1,0,0,2,1,1,1,1
루이바오,0,0,0,0,1,2,0,0
루이바오와,0,0,0,0,1,2,0,0
루키,0,0,0,0,2,0,7,1
리그,0,1,1,3,4,2,13,1
리밋,2,1,3,8,1,3,2,4
리얼리티랩스,1,0,1,0,3,9,1,2
리프트,3,2,9,1,4,3,0,1
리프팅,5,0,0,0,0,8,0,19
마그네틱,0,1,0,3,0,1,0,3
마그네틱을,0,1,0,3,0,1,0,3
마나토,1,0,0,2,1,1,1,1
마루,0,2,0,0,6,6,3,19
마스가,0,0,0,0,3,2,1,1
마스터,1,0,0,2,1,1,1,1
마운트,0,0,0,1,1,0,0,0
마이크로,5,2,6,1,7,7,2,15
마이크로디스플레이,6,0,6,3,1,9,3,10
마지막,2,2,1,0,8,2,9,2
마치도록,0,0,0,0,2,1,8,1
마케팅,4,2,7,10,3,6,3,4
마크,2,1,1,1,3,5,1,2
막대한,1,0,1,0,3,9,1,2
막판까지,1,0,0,0,3,0,5,1
만나,11,12,9,1,6,3,3,5
만남이,0,1,1,1,2,4,1,3
만든,0,1,1,3,3,2,6,1
만들어주는,0,0,0,2,1,1,0,5
만루에서,0,0,0,0,2,1,8,1
만약,0,2,2,1,6,4,1,4
만의,17,8,12,3,6,5,4,9
만족도,0,2,0,0,4,4,2,12
만큼,23,12,24,17,24,22,14,20
만화,2,1,3,8,1,3,2,4
많은,3,10,2,0,4,2,1,1
많이,2,11,3,2,8,7,10,5
많지,1,2,3,0,5,8,2,5
말했다.,31,72,36,23,45,38,21,38
맛과,0,0,1,1,0,2,2,2
맞춤형,6,1,4,7,5,3,4,3
매년,3,2,7,4,5,8,0,8
매도세가,3,1,2,0,4,1,5,2
매력을,2,1,3,8,1,3,2,4
매수,10,0,6,1,2,6,3,2
매수세가,3,1,2,0,4,1,5,2
매우,1,0,3,2,1,1,0,4
매장,2,2,1,1,3,3,2,5
매체,0,2,0,0,4,4,2,12
매출,13,1,11,2,5,3,1,7
매출액은,10,0,6,1,2,6,3,2
맺어,3,1,10,1,4,4,0,1
머물렀다.,0,1,1,3,3,2,6,1
멀티코어,1,1,2,4,5,6,5,11
멀티태스킹,1,0,3,2,1,1,0,4
멀티플랫폼,2,1,3,8,1,3,2,4
메모리,4,6,11,5,11,14,1,11
메아리,1,0,0,2,1,1,1,1
메인,2,0,6,2,1,1,0,4
메일,0,1,0,0,2,1,7,1
메타,13,4,10,3,16,37,7,23
메타가,2,2,4,0,8,17,3,7
메타는,4,3,5,1,12,22,4,10
메타에,1,2,3,0,5,8,2,5
메타의,2,2,4,0,8,17,3,7
면서,0,0,0,0,2,0,7,0
명도,1,0,3,1,3,0,2,2
명파,1,0,0,2,1,1,1,1
명확히,2,0,4,6,0,2,1,3
모니터,15,3,24,19,13,16,10,16
모니터가,1,1,4,4,3,2,1,7
모델,10,0,6,1,2,6,3,2
모두,4,1,8,4,11,11,13,11
모듈,2,0,2,1,0,2,1,2
모듈과,2,0,2,1,0,2,1,2
모듈은,2,0,2,1,0,2,1,2
모드,0,1,0,3,0,1,0,3
모드로,0,1,0,3,0,1,0,3
모든,2,0,4,6,0,2,1,3
모바일,26,32,21,12,17,22,8,18
모바일이나,1,10,2,0,4,0,1,2
모빌리티,0,7,0,0,3,2,1,1
모습을,3,0,3,3,0,2,0,5
모집,1,0,3,1,3,0,2,2
모집에,1,0,3,1,3,0,2,2
모집한,1,0,3,1,3,0,2,2
모터,0,2,0,0,4,4,2,12
목표가,0,2,2,1,6,4,1,4
목표주가는,9,1,7,1,4,6,1,3
목표주가를,10,0,6,1,2,6,3,2
몬길,2,1,3,8,1,3,2,4
몬스타기어,0,0,0,1,1,0,0,0
몰리며,2,2,1,0,6,2,2,2
못해,1,0,0,0,4,0,13,1
무단,7,3,2,1,5,4,2,4
무단전재,0,1,0,0,2,1,7,1
무료,1,0,1,2,1,0,1,2
무료로,3,0,2,4,1,5,2,3
무비자,4,2,7,10,3,6,3,4
무선,0,3,0,4,7,7,3,22
무실점,0,1,0,0,3,0,14,0
문의,1,0,0,0,0,2,0,3
문화를,0,0,0,0,3,3,1,2
물량을,6,0,7,3,3,1,3,3
물론,2,2,1,0,6,2,2,2
미국,20,12,16,10,30,25,13,40
미국과,0,2,0,0,6,6,3,19
미국으로,1,3,2,0,5,3,0,2
미국은,1,3,2,0,5,3,0,2
미국이,1,3,2,0,5,3,0,2
미디어,7,4,17,6,22,17,8,20
미래시,1,0,1,5,0,0,1,2
미세먼지,0,2,0,0,6,6,3,19
미세먼지를,0,2,0,0,4,4,2,12
미술관,1,0,1,2,0,0,1,1
민간,3,10,2,0,4,2,1,1
민감,3,1,2,0,4,1,5,2
민지혜,3,1,10,1,4,4,0,1
믿어달라,1,0,0,0,3,0,5,1
밀도,3,0,0,0,0,5,0,11
밀리의서재,0,0,0,0,3,3,1,2
밀리의서재는,0,0,0,0,3,3,1,2
바닥,0,2,0,0,4,4,2,12
바이,5,37,6,2,14,11,5,8
바탕으로,3,0,3,1,2,7,2,5
박동원의,0,0,0,0,2,0,7,1
박성한이,0,0,0,0,1,0,7,0
박지윤,1,1,2,0,1,2,0,1
반도체,30,95,62,14,73,60,18,45
반도체가,1,10,2,0,4,0,1,2
반도체는,7,40,7,3,16,8,5,7
반도체를,5,40,7,3,15,9,5,10
반도체와,1,10,2,2,4,4,2,2
반도체의,3,13,3,1,9,5,1,4
반등하지,1,0,0,0,3,0,5,1
반려동물,0,0,0,0,2,2,1,7
반면,8,2,3,0,7,9,6,7
반발매수세,2,2,3,0,4,1,2,1
반사형,4,0,4,2,1,7,2,8
받으며,0,2,0,0,4,4,2,12
받을,0,2,2,1,6,4,1,4
발언,1,3,2,0,5,3,0,2
발표한,0,2,0,0,4,4,2,12
밝혔다.,22,17,27,24,25,28,20,32
방문,1,0,1,2,3,2,2,2
방문객들이,2,2,1,0,6,2,2,2
방문해,0,0,0,0,3,2,1,1
방사장에는,0,0,0,0,1,2,0,0
방산,5,3,5,0,8,2,7,3
방식,0,0,0,1,1,0,0,0
방식도,0,2,2,1,6,4,1,4
방식을,0,0,0,1,1,0,0,0
방식의,5,1,1,0,3,8,1,5
방식이,1,2,5,3,7,5,1,8
방열기판,7,3,2,1,5,4,2,4
방열기판은,7,3,2,1,5,4,2,4
배당금을,7,3,2,1,5,4,2,4
배당성향은,7,3,2,1,5,4,2,4
배터리,7,12,11,6,10,14,4,16
뱅크,0,0,0,0,1,0,8,0
버드배스,5,1,1,0,3,8,1,5
버추얼,3,1,4,13,1,3,3,6
번인,1,1,4,4,3,2,1,7
벌인,3,1,10,1,4,4,0,1
베선트,1,3,2,0,5,3,0,2
베트남,5,1,5,1,3,2,0,2
벤치마크,2,1,2,4,7,9,6,21
벨라스케즈의,1,0,0,0,3,0,5,1
벨킨,0,1,0,3,0,1,0,3
변광용,0,0,0,0,3,2,1,1
변화구의,0,0,0,0,2,0,7,0
보고,10,4,4,2,11,18,4,8
보는,2,1,1,1,3,5,1,2
보다,4,2,3,3,7,9,4,11
보도에,0,0,0,0,1,0,0,1
보도자료,1,0,0,0,0,2,0,3
보여준다.,3,0,3,3,0,2,0,5
보여줬다.,1,1,2,2,3,3,3,5
보였다.,0,1,0,0,2,0,7,0
보유하고,1,0,1,0,3,9,1,2
보인다.,6,0,7,3,3,1,3,3
보일,5,1,1,0,3,8,1,5
보탰다.,0,0,0,0,2,0,7,1
복지,0,0,0,0,3,3,1,2
복합,1,0,2,0,3,2,0,2
본격적으로,1,4,4,1,6,6,1,3
본격적인,1,1,3,0,3,5,2,1
본인이,0,0,0,0,1,0,8,0
볼넷과,0,1,1,3,3,2,6,1
볼넷으로,0,1,1,3,3,2,6,1
볼넷을,0,0,0,0,1,0,7,0
부과,0,2,2,1,6,4,1,4
부과할,0,2,2,1,6,4,1,4
부담없이,0,0,1,1,0,2,2,2
부드러운,0,0,0,2,1,1,0,5
부문,6,1,4,7,5,3,4,3
부문에,6,1,4,7,5,3,4,3
부문에서,1,0,1,0,3,9,1,2
부스,3,1,4,11,0,2,3,6
부스를,1,0,1,5,0,0,1,2
부스에서는,2,1,3,6,0,2,2,4
부스트차지,0,1,0,3,0,1,0,3
부품,4,4,10,4,10,16,2,13
북미,19,1,13,2,6,12,4,5
분석에,9,1,7,1,4,6,1,3
분야,2,10,2,1,3,2,0,3
분야에,3,1,10,1,4,4,0,1
분야에서,1,4,4,1,6,6,1,3
분야의,5,1,1,0,3,8,1,5
분양,2,2,1,0,6,2,2,2
분양가,1,0,3,1,3,0,2,2
분양가가,2,2,1,0,6,2,2,2
분양가는,1,0,3,1,3,0,2,2
분양권이,1,0,3,1,3,0,2,2
불구하고,9,1,7,1,4,6,1,3
불확실한,6,2,3,1,5,7,4,2
브랜드보다,1,0,3,1,3,0,2,2
브레이커스,4,2,6,18,2,3,3,6
브이엠,7,6,5,2,4,2,2,6
블루라이트,4,0,6,2,4,7,3,2
블루투스,0,0,0,1,1,0,0,0
블룸버그에,1,3,2,0,5,3,0,2
비교적,2,2,3,0,4,1,2,1
비도전성,1,4,4,1,6,6,1,3
비롯한,1,1,3,0,3,5,2,1
비롯해,4,2,6,18,2,3,3,6
비비안의,1,0,0,2,1,1,1,1
비스포크,0,2,0,0,6,6,3,19
비싸,1,0,3,1,3,0,2,2
비용은,0,0,0,0,1,0,0,1
비율을,0,2,2,1,6,4,1,4
비전옥스,9,4,28,3,15,13,2,6
비전옥스와,3,2,9,1,4,3,0,1
비전옥스의,3,1,10,1,4,4,0,1
빅데이터,0,0,0,1,1,1,2,0
빅테크,1,2,3,0,5,8,2,5
빛을,2,1,2,0,2,4,1,8
빠르게,1,0,0,0,6,3,6,3
빠르면,2,10,2,1,4,3,2,2
빠른,4,3,9,12,6,7,6,16
빠진,1,0,0,0,3,0,5,1
빨리,0,0,0,0,2,0,7,0
사들이며,3,1,2,0,4,1,5,2
사업,12,8,10,2,13,23,6,9
사업에,2,10,2,1,3,2,0,3
사업을,1,4,4,1,6,6,1,3
사업이다.,4,0,8,1,5,2,0,2
사업장을,2,0,1,0,2,1,0,2
사용,0,2,0,0,6,6,3,19
사용이,0,1,0,3,0,1,0,3
사용자가,2,1,1,1,3,5,1,2
사용자들에게,0,0,0,0,1,0,0,1
사용자에게,2,1,1,1,3,5,1,2
사용할,2,2,4,9,4,4,2,11
사이니지,2,2,1,1,3,3,2,5
사이니지를,2,2,1,1,3,3,2,5
사장,11,26,9,4,12,8,5,9
사장은,13,51,15,5,21,13,9,15
사장이,2,27,4,0,10,5,3,7
사저,1,0,0,2,1,1,1,1
사진,7,7,6,5,7,4,8,7
사회공헌,6,1,4,7,5,3,4,3
사회에,0,1,1,1,2,4,1,3
사흘간,2,2,1,0,6,2,2,2
산업,15,5,20,6,14,18,2,15
삼성,11,6,14,17,17,23,9,53
삼성D,7,6,5,2,4,2,2,6
삼성SSD,2,1,3,6,0,2,2,4
삼성SSD는,2,1,3,6,0,2,2,4
삼성과,3,20,4,1,7,6,3,6
삼성노조연대,2,0,1,0,2,1,0,2
삼성노조연대는,2,0,1,0,2,1,0,2
삼성디스플레이,55,18,56,42,38,27,23,39
삼성디스플레이는,2,1,3,10,1,0,1,2
삼성디스플레이와,7,6,5,2,4,2,2,6
삼성디스플레이의,6,0,7,3,3,1,3,3
삼성의,2,0,1,0,2,1,0,2
삼성전자,54,54,58,57,53,49,27,87
삼성전자는,13,4,17,10,13,18,7,25
삼성전자를,0,0,0,0,3,3,1,2
삼성전자에,6,0,7,3,3,1,3,3
삼성중공업과,0,0,3,0,1,6,1,1
삼아,6,2,3,1,5,7,4,2
상담을,2,2,1,0,6,2,2,2
상대,0,0,0,0,2,1,8,1
상대로,0,0,0,0,2,0,7,1
상무장관은,1,3,2,0,5,3,0,2
상반기,6,2,3,2,6,11,4,10
상생세일,4,0,6,2,4,7,3,2
상설전,1,0,1,2,0,0,1,1
상승,11,3,10,1,8,7,3,4
상승한,2,2,3,0,4,1,2,1
상승했다.,2,2,3,0,4,1,2,1
상위,0,2,0,0,6,6,3,19
상위권에,3,1,2,0,4,1,5,2
상장을,1,1,3,0,3,5,2,1
상태,0,0,0,1,1,0,0,0
상향,5,1,1,0,3,8,1,5
상향했다.,10,0,6,1,2,6,3,2
상황이,0,0,0,0,2,0,7,0
상회할,10,0,6,1,2,6,3,2
새로운,26,18,17,10,25,54,10,30
새롭게,0,0,0,0,3,3,1,2
색상,1,1,4,4,3,2,1,7
생산,13,13,19,5,16,8,3,10
생산과,1,3,2,0,5,3,0,2
생산능력,10,2,7,1,2,3,2,3
생산라인,9,3,29,3,15,14,2,6
생산라인을,6,1,6,1,2,1,2,3
생산을,1,2,3,0,5,8,2,5
생산해야,1,3,2,0,5,3,0,2
생태계,3,17,2,0,7,4,2,2
생태계가,3,20,4,1,7,2,1,5
생태계로,1,10,2,0,4,0,1,2
생태계를,1,10,2,0,3,3,1,4
생활을,0,0,0,0,1,2,0,0
생활형,0,0,0,0,3,3,1,2
샤오미,1,0,3,0,0,0,0,0
서밋,7,3,5,3,9,12,8,13
서브컬처,1,0,1,5,0,0,1,2
서비스,0,0,0,0,3,3,1,2
서비스를,0,0,0,0,3,3,1,2
서울경제TV,2,2,1,0,6,2,2,2
선두,0,0,0,0,1,0,8,0
선두타자,0,1,1,3,4,2,13,1
선물,6,4,10,10,7,7,5,5
선발,0,3,1,3,12,3,42,3
선발투수,0,0,0,0,1,0,7,0
선배님이,0,0,0,0,2,1,8,1
선보였다.,2,0,3,5,3,2,1,4
선보이면서,5,1,1,0,3,8,1,5
선익시스템,5,1,5,1,3,2,0,2
선정,6,1,4,7,5,3,4,3
선택이,0,0,0,1,1,0,0,0
선택지가,0,0,0,0,1,0,0,1
설계,7,30,5,2,11,6,2,6
설계부터,3,10,2,0,4,2,1,1
설명했다.,13,36,12,6,16,10,7,14
성공,0,1,1,1,2,4,1,3
성과급,2,0,1,0,2,1,0,2
성과를,2,10,2,1,4,3,2,2
성남,2,17,2,1,7,5,3,3
성남시,5,30,6,2,11,9,4,7
성능,1,3,2,2,9,9,6,24
성능을,1,3,2,4,11,12,8,30
성능이,1,0,0,0,1,1,0,4
성분이,1,0,0,0,0,1,0,4
성수기,7,6,5,2,4,2,2,6
성장,29,9,22,4,19,27,9,11
성장세를,5,1,1,0,6,11,2,7
성장을,15,3,8,1,5,11,3,8
성장이,5,1,1,0,3,8,1,5
세계,11,6,14,19,10,19,9,17
세계관을,2,1,3,6,0,1,1,1
세대,1,1,2,4,5,6,5,11
세대의,1,1,2,0,1,2,0,1
세미콘,1,10,2,0,3,3,1,4
세컨하우스,0,0,0,0,1,2,0,0
센터파크,1,0,3,1,3,0,2,2
소니,1,0,1,7,1,1,1,7
소비에,1,3,2,0,5,3,0,2
소비자,3,4,7,4,11,14,3,27
소비자연맹지에서,0,1,0,0,2,2,1,6
소재,1,4,4,1,6,6,1,3
소재와,1,4,4,1,6,6,1,3
소재인,1,4,4,1,6,6,1,3
소프트웨어,0,0,0,1,1,1,2,0
소프트웨어를,4,0,6,2,4,7,3,2
속도감,2,1,3,10,1,0,1,2
속도를,0,0,0,0,1,2,1,6
속성,1,0,0,2,1,1,1,1
속에,2,2,3,0,4,1,2,1
속에서,9,1,7,1,4,6,1,3
손쉽게,2,2,1,1,3,3,2,5
손아섭,0,0,0,0,2,1,8,1
손아섭은,0,0,0,0,2,1,8,1
손아섭의,0,0,0,0,2,1,8,1
손흥민,0,1,1,3,3,2,6,1
솔루션,1,1,3,0,3,5,2,1
솔루션은,2,0,2,1,0,2,1,2
솔루션을,6,0,6,3,1,9,3,10
수는,2,0,1,0,2,1,0,2
수도,0,0,0,0,2,0,7,0
수영복,1,0,0,2,1,1,1,1
수요,3,2,7,4,5,8,0,8
수요가,4,1,1,0,4,10,3,3
수요를,3,2,7,4,5,8,0,8
수요에,7,6,5,2,4,2,2,6
수요의,1,3,2,0,5,3,0,2
수익성,26,2,17,3,6,4,4,11
수주,5,1,5,1,3,2,0,2
수주를,3,2,9,1,4,3,0,1
수준으로,10,2,7,1,2,3,2,3
순간을,0,0,0,2,1,1,0,5
순매도,3,1,2,0,4,1,5,2
순매수,2,2,3,0,4,1,2,1
쉽게,0,2,0,0,4,4,2,12
쉽지,2,1,1,1,3,5,1,2
스냅드래곤,3,1,5,6,8,10,6,25
스냅드래곤X,0,0,0,0,1,2,1,6
스냅드래곤X2,1,1,2,2,4,5,4,11
스마일게이트,2,1,3,8,1,3,2,4
스마트글라스,1,0,1,0,3,9,1,2
스마트글라스가,1,0,1,0,3,9,1,2
스마트글라스와,1,0,1,0,3,9,1,2
스마트글래스,5,1,1,0,3,8,1,5
스마트워치,8,2,10,4,14,13,4,28
스마트워치를,6,1,8,2,11,8,3,15
스마트폰,12,5,9,7,9,24,3,17
스마트폰과,2,1,1,1,3,5,1,2
스마트폰을,0,1,0,3,0,1,0,3
스위치,0,0,0,1,1,0,0,0
스위칭,4,0,8,1,5,2,0,2
스춘,0,0,0,0,2,0,7,1
스콧,1,3,2,0,5,3,0,2
스탠드,1,2,4,7,3,3,1,10
스테이블코인,2,2,3,0,4,1,2,1
스트리트,2,1,3,6,0,2,2,4
스틱,0,2,0,0,6,6,3,19
스퍼터,3,1,10,1,4,4,0,1
스페셜,2,1,3,8,1,3,2,4
스페인,0,2,0,0,4,4,2,12
스포츠,0,1,1,3,3,2,6,1
승리를,0,0,0,0,1,0,7,0
승리에,0,0,0,0,2,1,8,1
시리즈,4,0,6,2,5,9,4,8
시리즈는,4,0,6,2,4,7,3,2
시뮬레이션,1,0,0,2,1,1,1,1
시스템,8,11,5,8,9,5,5,5
시작하는,0,0,0,0,1,2,0,0
시장에,6,3,11,5,10,11,1,15
시장에서,5,1,1,0,5,10,2,12
시장에서의,5,1,1,0,3,8,1,5
시장은,5,11,6,2,11,7,2,11
시장을,9,7,12,5,14,22,2,16
시장의,6,1,5,6,1,9,3,4
시장이,5,1,1,0,3,8,1,5
시즌,1,1,1,3,11,2,41,3
시진핑,0,1,1,1,2,4,1,3
신규,19,15,28,11,22,21,6,14
신뢰도,0,2,0,0,6,6,3,19
신사업,9,1,7,1,4,6,1,3
신수정,0,1,0,0,2,1,7,1
신작,3,1,4,13,1,3,3,6
신제품이,3,2,7,4,5,8,0,8
신한,0,0,0,0,1,0,8,0
신형,2,1,1,1,3,5,1,2
실리콘,3,2,9,1,4,3,0,1
실분양가,1,0,3,1,3,0,2,2
실수요는,2,2,1,0,6,2,2,2
실적,26,9,19,4,10,11,5,12
실적에,7,6,5,2,4,2,2,6
실제,0,0,0,2,2,3,2,6
실제로,2,1,3,6,0,2,2,4
실패했습니다.,1,0,0,0,3,0,5,1
싱글코어,1,1,2,4,5,6,5,11
싶다면,0,0,0,2,1,1,0,5
쌍둥이,0,0,0,0,1,2,0,0
아군,1,0,0,2,1,1,1,1
아기,0,0,0,0,1,2,0,0
아나패스,5,1,5,1,3,2,0,2
아니라,8,4,11,11,9,23,6,14
아닌,0,0,0,1,1,0,0,0
아마존,5,1,1,0,3,8,1,5
아산시,1,1,2,0,1,2,0,1
아산탕정,3,2,4,1,9,2,4,4
아산탕정지구의,2,2,1,0,6,2,2,2
아시아타임즈,4,2,7,10,3,6,3,4
아울러,1,0,1,5,0,0,1,2
아이바오와,0,0,0,0,1,2,0,0
아이스피치,0,0,1,1,0,2,2,2
아이오닉,6,1,4,7,5,3,4,3
아이오에스,0,0,0,0,1,0,0,1
아이패드,10,2,7,1,2,3,2,3
아이폰,11,4,17,11,17,26,3,18
아이폰 17,14,2,15,2,7,5,2,5
아이폰은,3,2,7,4,5,8,0,8
아직,2,1,2,0,2,4,1,8
아카데미,0,0,0,1,1,1,2,0
아카이브,6,1,4,7,5,3,4,3
아트,2,0,2,2,0,4,1,2
안경,1,2,3,0,5,8,2,5
안경에,1,2,3,0,5,8,2,5
안드로이드,0,0,0,0,1,0,0,1
안방서,0,0,0,0,1,0,8,0
안방에서,0,0,0,0,2,0,7,1
안전,1,0,2,0,3,2,0,2
안정적인,9,1,7,1,4,6,1,3
안타로,0,1,1,3,3,2,6,1
안팎으로,10,2,7,1,2,3,2,3
않고,5,2,8,4,7,9,0,10
않았다.,1,0,3,1,3,0,2,2
않은,1,2,3,0,5,8,2,5
않을,1,0,3,1,3,0,2,2
알려져,1,2,3,0,5,8,2,5
알려졌다.,3,2,9,1,4,3,0,1
알려졌습니다.,0,1,1,1,2,4,1,3
알루미늄,0,0,0,1,1,0,0,0
암호화폐,9,1,7,1,4,6,1,3
앞두고,0,0,0,0,1,0,8,0
앞서,7,11,8,1,6,1,3,5
앞으로도,6,1,4,7,5,3,4,3
애니메이션,3,1,4,11,0,1,2,3
애플,37,12,43,19,37,51,17,64
애플은,5,3,8,5,8,13,1,10
애플을,1,0,1,0,3,9,1,2
애플의,4,2,8,4,8,17,1,10
애플이,5,3,8,5,8,13,1,10
액션,2,1,3,8,1,3,2,4
앤더슨은,0,0,0,0,1,0,7,0
앱에서는,0,0,0,0,1,0,0,1
앱을,1,0,3,2,1,1,0,4
야외에서도,2,1,2,0,2,4,1,8
약했던,0,0,0,0,2,0,7,1
얇고,7,3,2,1,5,4,2,4
양산,2,10,2,1,4,3,2,2
어떤,1,1,4,4,3,2,1,7
어떻게,2,10,2,1,4,3,2,2
어울린다.,0,1,0,3,0,1,0,3
언급했다.,1,3,2,0,5,3,0,2
언덕,1,0,0,2,1,1,1,1
언론사,0,0,0,0,3,3,1,2
얼마나,0,1,1,1,2,4,1,3
얼음,1,0,0,2,1,1,1,1
엄마,0,0,0,0,1,2,0,0
업계,13,5,17,8,15,20,6,16
업계에,2,10,2,1,3,2,0,3
업계에서는,3,2,7,4,5,8,0,8
업계의,2,10,2,1,3,2,0,3
업그레이드,3,0,3,3,0,2,0,5
업무,6,2,3,1,5,7,4,2
업종,3,1,2,0,4,1,5,2
업종에,3,1,2,0,4,1,5,2
업종은,0,0,0,0,3,3,1,2
업체,7,12,7,3,11,10,2,12
업체들과,3,20,4,1,8,3,3,4
업체인,1,2,3,0,5,8,2,5
없는,0,0,0,0,1,0,0,1
없이,0,1,0,0,2,0,7,0
에너지,9,3,5,1,9,8,9,4
에너지음료,0,0,1,1,0,2,2,2
에버랜드,0,0,0,0,1,2,0,0
에버랜드는,0,0,0,0,1,2,0,0
에서,21,40,17,10,21,17,11,14
에이전트,1,0,0,2,1,1,1,1
에테르,1,0,0,2,1,1,1,1
엑스리얼,5,1,1,0,3,8,1,5
엑시노스,0,0,0,2,0,0,0,2
엑시머,3,2,9,1,4,3,0,1
엔비디아,1,4,3,1,7,7,1,5
엔씨소프트,2,1,3,8,1,3,2,4
엘디티,5,1,5,1,3,2,0,2
엘디티는,1,0,2,0,3,2,0,2
엘리트,1,1,2,4,6,8,6,17
엘리트의,1,0,0,0,1,1,0,4
