term,cur,prev,diff,ma7,z_like,total
디스플레이,39,4,35,11.857,6.109,297
레노버,18,0,18,3.0,5.49,68
oled,24,1,23,7.571,4.379,359
생산능력,9,0,9,1.286,3.615,13
fmm,7,0,7,1.143,2.831,8
태블릿,7,4,3,1.857,2.177,15
tsmc,4,0,4,0.857,1.632,15
삼성디스플레이,3,0,3,0.571,1.383,65
필립스,2,0,2,0.286,1.117,6
맥북,8,7,1,5.143,0.874,92
퀄컴,2,0,2,0.571,0.814,35
아이패드,3,1,2,1.286,0.803,15
byd,1,0,1,0.143,0.622,9
fhd,1,0,1,0.143,0.622,7
갤럭시탭,1,0,1,0.143,0.622,1
올레드,1,0,1,0.143,0.622,6
아이폰,5,4,1,3.429,0.551,61
4k,1,0,1,0.286,0.465,4
apple,1,0,1,0.286,0.465,3
카카오,1,0,1,0.286,0.465,31
엔비디아,3,7,-4,2.0,0.414,113
asus,1,0,1,0.429,0.345,11
저전력,1,0,1,0.429,0.345,5
폴더블,4,5,-1,3.143,0.309,57
양산,1,0,1,0.571,0.244,25
딥엑스,1,0,1,0.714,0.155,5
노트북,5,2,3,4.571,0.137,128
공급망,1,1,0,1.0,0.0,23
amd,1,5,-4,1.0,0.0,27
xr,3,5,-2,3.571,-0.198,84
애플,6,8,-2,7.0,-0.274,230
sk하이닉스,2,5,-3,2.857,-0.319,65
lg디스플레이,3,16,-13,4.143,-0.377,100
갤럭시,3,4,-1,5.429,-0.729,249
스마트폰,2,2,0,5.0,-0.927,116
모니터,1,1,0,4.286,-1.07,131
lg전자,2,3,-1,6.0,-1.16,223
tv,5,4,1,13.857,-1.876,355
삼성전자,4,10,-6,19.286,-2.835,431
