term,cur,diff,z_like
디스플레이,39,35,6.11
레노버,18,18,5.49
oled,24,23,4.38
생산능력,9,9,3.62
fmm,7,7,2.83
태블릿,7,3,2.18
tsmc,4,4,1.63
