org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,82.3414,0.0199,0.5823,82.3414
AMD,2,63.7695,0.0175,0.4510,63.7695
AMD,1,55.7674,0.0218,0.3944,55.7674
AMD,5,53.2630,0.0420,0.3767,53.2630
AMD,7,36.1751,0.0244,0.2558,36.1751
AMD,4,32.3592,0.0209,0.2288,32.3592
AMD,3,18.0640,0.0062,0.1278,18.0640
AMD,9,16.6189,0.0176,0.1175,16.6189
AMD,8,11.3206,0.0123,0.0801,11.3206
AMD,6,9.8038,0.0274,0.0693,9.8038
AMD,10,4.2150,0.0137,0.0298,4.2150
ASUS,2,18.0218,0.0049,0.5849,18.0218
ASUS,0,17.1545,0.0041,0.5568,17.1545
ASUS,1,15.0143,0.0059,0.4873,15.0143
ASUS,5,6.9474,0.0055,0.2255,6.9474
ASUS,9,5.0579,0.0054,0.1642,5.0579
ASUS,4,4.8539,0.0031,0.1575,4.8539
ASUS,3,2.1677,0.0007,0.0704,2.1677
ASUS,7,1.4765,0.0010,0.0479,1.4765
ASUS,8,0.7547,0.0008,0.0245,0.7547
AUO,2,4.8520,0.0013,0.6334,4.8520
AUO,0,4.8032,0.0012,0.6270,4.8032
AUO,3,2.1677,0.0007,0.2830,2.1677
AUO,1,2.1449,0.0008,0.2800,2.1449
AUO,7,1.4765,0.0010,0.1927,1.4765
AUO,5,0.7719,0.0006,0.1008,0.7719
Acer,0,8.9203,0.0022,0.6563,8.9203
Acer,1,6.4347,0.0025,0.4734,6.4347
Acer,2,4.8520,0.0013,0.3570,4.8520
Acer,7,3.6913,0.0025,0.2716,3.6913
Acer,5,3.0877,0.0024,0.2272,3.0877
Acer,9,2.8902,0.0031,0.2127,2.8902
Acer,4,2.4269,0.0016,0.1786,2.4269
Acer,8,1.5094,0.0016,0.1111,1.5094
Acer,3,0.7226,0.0002,0.0532,0.7226
Apple,0,6.1756,0.0015,0.7288,6.1756
Apple,1,4.2898,0.0017,0.5062,4.2898
Apple,8,2.2641,0.0025,0.2672,2.2641
Apple,9,2.1677,0.0023,0.2558,2.1677
Apple,2,2.0794,0.0006,0.2454,2.0794
Apple,5,0.7719,0.0006,0.0911,0.7719
Apple,3,0.7226,0.0002,0.0853,0.7226
BMW,3,113.4421,0.0387,0.7525,113.4421
BMW,2,62.3832,0.0171,0.4138,62.3832
BMW,0,56.2666,0.0136,0.3732,56.2666
BMW,1,32.8884,0.0129,0.2182,32.8884
BMW,4,22.6514,0.0146,0.1503,22.6514
BMW,5,21.6140,0.0171,0.1434,21.6140
BMW,7,20.6715,0.0140,0.1371,20.6715
BMW,9,15.1738,0.0161,0.1007,15.1738
BMW,8,7.5471,0.0082,0.0501,7.5471
BMW,10,4.2150,0.0137,0.0280,4.2150
BMW,6,2.1786,0.0061,0.0145,2.1786
BOE,0,95.3788,0.0230,0.7826,95.3788
BOE,2,42.9751,0.0118,0.3526,42.9751
BOE,7,39.8665,0.0269,0.3271,39.8665
BOE,1,32.1735,0.0126,0.2640,32.1735
BOE,8,21.1317,0.0229,0.1734,21.1317
BOE,4,17.7975,0.0115,0.1460,17.7975
BOE,9,15.8963,0.0168,0.1304,15.8963
BOE,3,15.1738,0.0052,0.1245,15.1738
BOE,5,6.1754,0.0049,0.0507,6.1754
BYD,3,33.9604,0.0116,0.5987,33.9604
BYD,0,29.5057,0.0071,0.5202,29.5057
BYD,2,26.3396,0.0072,0.4644,26.3396
BYD,1,11.4395,0.0045,0.2017,11.4395
BYD,7,11.0740,0.0075,0.1952,11.0740
BYD,8,10.5659,0.0114,0.1863,10.5659
BYD,4,7.2808,0.0047,0.1284,7.2808
BYD,9,6.5030,0.0069,0.1146,6.5030
BYD,5,6.1754,0.0049,0.1089,6.1754
BYD,10,1.0538,0.0034,0.0186,1.0538
Bosch,2,3.4657,0.0009,0.5969,3.4657
Bosch,0,3.4309,0.0008,0.5909,3.4309
Bosch,10,2.1075,0.0068,0.3630,2.1075
Bosch,9,1.4451,0.0015,0.2489,1.4451
Bosch,4,0.8090,0.0005,0.1393,0.8090
Bosch,5,0.7719,0.0006,0.1330,0.7719
Bosch,8,0.7547,0.0008,0.1300,0.7547
Bosch,7,0.7383,0.0005,0.1272,0.7383
Bosch,3,0.7226,0.0002,0.1244,0.7226
Bosch,1,0.7150,0.0003,0.1231,0.7150
CSOT,0,16.4683,0.0040,0.7660,16.4683
CSOT,1,7.8646,0.0031,0.3658,7.8646
CSOT,8,6.7923,0.0074,0.3160,6.7923
CSOT,2,6.2383,0.0017,0.2902,6.2383
CSOT,7,5.9061,0.0040,0.2747,5.9061
CSOT,4,1.6180,0.0010,0.0753,1.6180
CSOT,5,1.5439,0.0012,0.0718,1.5439
CSOT,3,1.4451,0.0005,0.0672,1.4451
CSOT,9,1.4451,0.0015,0.0672,1.4451
Continental,2,2.7726,0.0008,0.7545,2.7726
Continental,0,2.0585,0.0005,0.5602,2.0585
Continental,7,0.7383,0.0005,0.2009,0.7383
Continental,3,0.7226,0.0002,0.1966,0.7226
Continental,1,0.7150,0.0003,0.1946,0.7150
Dell,0,36.3675,0.0088,0.7316,36.3675
Dell,2,25.6464,0.0070,0.5159,25.6464
Dell,1,15.7293,0.0061,0.3164,15.7293
Dell,5,10.0351,0.0079,0.2019,10.0351
Dell,7,8.1209,0.0055,0.1634,8.1209
