org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
보인다.,5,16,10,8,7,14,11,1,3,13,7,9,16,16
보조,1,8,1,1,4,1,1,0,2,2,3,2,1,2
보조금,2,3,1,0,0,4,3,0,0,7,2,1,7,6
보호,5,7,5,8,4,8,3,1,2,3,4,3,7,8
복안이다.,3,4,0,0,1,4,3,10,3,2,2,0,4,2
복지,1,2,1,2,0,3,1,0,0,0,0,2,2,0
복지관,0,0,0,1,2,2,1,0,0,1,1,1,1,0
복현명,1,3,0,1,0,2,2,0,10,1,2,0,3,3
본격,3,7,1,2,0,13,6,20,4,4,1,2,5,7
본격적인,2,4,2,9,4,6,4,0,3,7,3,4,5,5
부각..계열사,1,2,0,0,0,3,5,2,1,6,1,2,5,2
부담,2,3,1,0,0,4,3,0,0,7,2,1,7,6
부담이,2,3,1,0,0,4,3,0,0,7,2,1,7,6
부동산,1,2,1,2,0,3,1,0,0,0,0,2,2,0
부문,8,13,10,7,5,12,10,3,5,13,6,7,15,17
부문에,1,6,6,6,2,6,3,1,3,2,1,5,3,6
부산,1,2,1,2,0,3,1,0,0,0,0,2,2,0
부쉬넬,1,13,5,29,3,10,6,0,8,5,12,2,5,13
부쉬넬의,0,6,2,14,0,4,2,0,4,1,6,0,2,6
부진,2,2,0,1,2,6,5,2,2,3,1,3,6,4
부품,10,17,8,17,7,15,9,2,4,11,8,5,15,19
부회장,2,2,0,1,2,6,5,2,2,3,1,3,6,4
북미,6,10,4,3,0,5,10,0,2,11,3,4,11,15
북한,1,2,1,2,0,3,1,0,0,0,0,2,2,0
분기,3,5,3,0,2,9,5,0,1,11,2,3,11,8
분류,5,7,5,8,4,8,3,1,2,3,4,3,7,8
분석,3,2,1,1,0,3,3,2,1,2,0,0,2,1
분석됐다.,2,3,3,2,1,7,3,0,2,4,1,2,8,7
분석해,3,2,1,1,0,3,3,2,1,2,0,0,2,1
분야,7,14,8,14,4,16,7,2,4,5,6,6,12,14
분야에서,3,10,4,5,1,9,4,1,4,4,2,4,8,8
분야의,2,6,3,4,1,5,2,0,2,0,1,2,3,5
분위기를,1,9,2,3,4,3,4,1,3,3,4,2,2,3
불편을,3,4,3,6,4,4,4,1,3,3,1,3,4,6
불확실성,2,3,1,0,0,4,3,0,0,7,2,1,7,6
브레이커스,1,3,6,3,3,3,2,0,3,1,2,4,3,3
블루패스,2,2,0,3,2,1,3,1,0,1,1,1,0,0
비롯해,4,5,8,7,6,8,10,1,5,6,4,8,11,7
비상,0,2,3,2,0,3,4,0,1,2,1,1,4,8
비에이치는,5,7,2,5,3,8,3,1,2,3,2,2,7,7
비용,2,3,2,1,2,4,3,0,2,5,2,0,4,9
비용과,3,4,0,0,1,4,3,10,3,2,2,0,4,2
비용을,0,2,3,2,0,3,4,0,1,2,1,1,4,8
비장애인이,0,0,0,1,2,2,1,0,0,1,1,1,1,0
비전옥스,2,6,5,4,1,9,7,1,5,5,0,1,8,13
비전옥스와,1,3,2,2,1,5,2,0,3,2,0,1,4,7
비전톡,0,3,0,0,0,3,1,1,1,0,1,4,1,0
비트코인,4,4,1,5,1,3,4,1,1,6,3,1,5,5
비해,1,4,2,0,2,2,2,0,2,2,2,0,3,8
빅딜을,0,2,1,0,1,4,3,0,2,3,1,0,4,3
빛에,6,9,0,6,3,12,6,0,30,3,6,0,9,9
빠른,4,3,7,3,0,1,3,1,2,1,4,4,1,4
쁘렝땅,3,11,11,10,2,18,7,2,4,6,6,10,9,7
사건,3,3,3,4,7,6,1,1,1,3,3,8,2,1
사건의,3,3,3,4,7,6,1,1,1,3,3,8,2,1
사고,3,2,1,1,0,3,3,2,1,2,0,0,2,1
사내,3,4,3,6,4,4,4,1,3,3,1,3,4,6
사례를,0,3,0,0,0,3,1,1,1,0,1,4,1,0
사상,4,6,3,2,3,8,9,3,3,17,6,8,13,7
사업,8,13,7,7,6,18,14,6,8,17,6,5,20,20
사업본부는,2,3,2,1,2,4,3,0,2,5,2,0,4,9
사업부,2,2,0,1,2,6,5,2,2,3,1,3,6,4
사업을,8,12,4,1,4,12,8,22,6,8,8,4,10,14
사업이다.,0,3,3,2,1,3,1,0,3,2,1,2,3,9
사용,7,13,16,16,7,18,8,2,5,7,8,8,12,14
사용자에게는,3,4,3,6,4,4,4,1,3,3,1,3,4,6
사용할,19,21,28,23,46,21,15,2,16,12,12,21,17,27
사장,1,6,5,2,2,5,6,0,3,4,3,1,7,16
사장단,2,2,0,1,2,6,5,2,2,3,1,3,6,4
사장은,3,4,4,3,0,6,7,2,2,4,1,1,6,9
사장의,2,2,0,1,2,6,5,2,2,3,1,3,6,4
사전,3,2,3,3,3,5,1,0,1,2,4,3,2,2
사진,1,4,2,8,2,4,3,0,2,4,3,2,2,4
사항을,8,4,8,4,40,8,4,0,8,8,4,8,8,8
사회,1,2,1,2,0,3,1,0,0,0,0,2,2,0
사회공헌,1,6,6,6,2,6,3,1,3,2,1,5,3,6
산업,23,29,18,20,10,40,22,9,14,19,8,12,40,31
산업부,2,7,1,1,1,11,6,20,4,6,5,1,6,9
산업부는,4,10,1,1,1,17,9,30,6,8,5,1,8,11
산업용,5,7,5,8,4,8,3,1,2,3,4,3,7,8
삼성,11,9,8,7,4,10,11,3,5,7,7,9,9,13
삼성SDI,2,3,1,0,0,4,3,0,0,7,2,1,7,6
삼성SDI는,2,3,1,0,0,4,3,0,0,7,2,1,7,6
삼성그룹주,1,2,0,0,0,3,5,2,1,6,1,2,5,2
삼성디스플레이,27,60,37,34,15,67,42,47,28,42,19,25,52,70
삼성디스플레이는,3,10,11,6,3,11,6,1,4,5,5,5,8,13
삼성디스플레이에,1,4,2,0,2,2,2,0,2,2,2,0,3,8
삼성디스플레이의,2,7,7,1,2,7,4,0,3,3,3,2,8,13
삼성물산,1,4,1,0,0,3,3,1,0,4,4,3,3,2
삼성생명,0,1,0,0,0,0,1,0,1,1,0,2,0,0
삼성생명은,0,1,0,0,0,0,1,0,0,0,0,1,0,0
삼성은,0,3,1,3,0,2,3,0,1,2,2,3,4,3
삼성전자,47,91,49,50,26,130,87,107,40,81,44,45,100,95
삼성전자가,7,9,6,11,4,12,21,4,3,13,3,11,18,13
삼성전자는,4,12,9,9,4,20,13,21,5,8,4,8,13,15
삼성전자에,1,3,5,1,0,5,2,0,1,1,1,2,5,5
삼성전자의,2,1,1,2,1,5,7,1,1,4,1,2,8,3
삼성중공업,3,6,0,0,1,10,6,20,4,4,1,0,4,4
삼성화재,1,2,0,0,0,3,5,2,1,6,1,2,5,2
삼일PwC,1,2,2,0,2,5,2,0,1,4,0,2,4,2
삼일PwC는,1,2,2,0,2,5,2,0,1,4,0,2,4,2
상반기,2,6,4,0,4,7,4,0,3,6,2,2,7,10
상법,2,5,2,2,1,6,6,2,1,10,4,4,9,5
상설전,1,2,2,1,1,1,2,0,2,1,1,3,1,1
상승,4,4,1,5,1,3,4,1,1,6,3,1,5,5
상승률은,5,7,2,5,3,8,3,1,2,3,2,2,7,7
상승하며,1,4,2,0,2,2,2,0,2,2,2,0,3,8
상승했다.,1,2,2,0,2,5,2,0,1,4,0,2,4,2
상위,1,2,2,0,2,5,2,0,1,4,0,2,4,2
상장을,1,0,0,1,2,2,1,0,1,3,0,2,3,1
상태를,3,2,1,1,0,3,3,2,1,2,0,0,2,1
상품과,1,1,1,4,4,4,1,0,1,1,7,4,1,2
상품을,3,6,4,6,4,5,5,1,3,5,3,6,5,6
상향,4,4,4,4,2,12,10,1,3,8,2,4,16,10
상황에서,3,3,4,6,5,6,8,2,2,10,3,8,7,5
새겨,6,9,0,6,3,12,6,0,30,3,6,0,9,9
새로운,9,53,24,22,9,23,20,5,16,19,19,17,18,28
색상,4,3,7,3,0,1,3,1,2,1,4,4,1,4
생산,19,42,34,31,15,59,28,17,18,31,21,21,44,55
생산라인,3,6,5,3,2,8,8,1,4,8,2,0,8,15
생산성을,11,22,1,0,3,32,18,61,13,14,11,3,17,19
생산성이,0,3,0,0,0,3,1,1,1,0,1,4,1,0
샤오미,5,8,7,8,4,8,3,1,3,3,4,4,7,10
서비스,18,12,14,16,51,19,13,2,12,15,11,16,15,17
서비스로,10,3,0,2,3,4,2,1,2,1,3,0,1,2
서비스를,12,7,10,5,44,13,8,0,10,14,7,9,13,18
서비스의,8,4,8,4,40,8,4,0,8,8,4,8,8,8
서비스하는,3,2,3,3,3,5,1,0,1,2,4,3,2,2
서울대,1,2,0,1,0,4,2,1,1,2,0,1,2,1
석유,3,2,1,1,0,3,3,2,1,2,0,0,2,1
선도,2,6,1,0,2,9,6,20,4,4,4,1,5,7
선도사업,6,11,1,2,1,17,9,30,7,6,3,2,9,9
선박,7,10,5,7,4,14,9,5,4,9,3,3,12,8
선보였다.,3,2,1,1,0,3,3,2,1,2,0,0,2,1
선보인다.,1,2,2,1,1,1,2,0,2,1,1,3,1,1
선보일,1,2,3,6,3,4,5,1,0,3,1,4,3,3
선수,1,1,1,2,2,0,1,0,1,1,1,2,0,1
선수를,1,1,1,2,2,0,1,0,1,1,1,2,0,1
선수카드,3,2,3,3,3,5,1,0,1,2,4,3,2,2
선익시스템,3,7,5,3,2,7,6,0,4,14,3,1,9,18
선점하고,1,4,2,0,2,2,2,0,2,2,2,0,3,8
선정,1,6,6,6,2,6,3,1,3,2,1,5,3,6
선택,1,1,1,2,2,0,1,0,1,1,1,2,0,1
설명했다.,3,4,0,0,2,2,2,1,2,2,0,0,5,4
설명했습니다.,3,4,3,6,4,4,4,1,3,3,1,3,4,6
설치,2,2,0,3,2,1,3,1,0,1,1,1,0,0
성공사례를,3,2,1,1,0,3,3,2,1,2,0,0,2,1
성공했다.,2,3,0,2,0,4,2,0,10,1,2,0,3,3
성과,4,4,1,5,1,3,4,1,1,6,3,1,5,5
성과를,2,1,0,1,0,3,2,1,1,0,0,1,2,1
성능,2,4,7,6,1,3,2,0,1,0,2,4,1,4
성분이,0,3,0,4,0,1,4,0,0,2,8,0,0,1
성장,6,11,5,10,3,14,8,1,5,13,4,3,12,17
성장과,2,3,2,1,2,4,3,0,2,5,2,0,4,9
세계,23,44,17,20,12,66,39,85,24,31,16,16,43,42
세계관을,0,3,5,0,0,0,2,0,3,0,0,1,0,2
세법,2,5,2,2,1,6,6,2,1,10,4,4,9,5
세븐틴,3,2,3,3,3,5,1,0,1,2,4,3,2,2
세종,1,4,1,2,0,7,3,10,2,2,1,2,3,5
세종은,0,2,1,0,1,4,3,0,2,3,1,0,4,3
섹션,4,4,1,5,1,3,4,1,1,6,3,1,5,5
센서,12,18,0,12,3,24,12,0,60,6,12,0,18,18
셈이다.,1,2,3,6,3,4,5,1,0,3,1,4,3,3
소각,3,7,2,2,1,9,11,4,2,16,5,6,14,7
소개했다.,3,2,1,1,0,3,3,2,1,2,0,0,2,1
소노호텔앤리조트,1,1,1,4,4,4,1,0,1,1,7,4,1,2
소니,0,1,1,2,0,1,3,1,0,2,0,0,0,1
소음을,0,1,1,2,0,1,3,1,0,2,0,0,0,1
소자,12,18,0,12,3,24,12,0,60,6,12,0,18,18
소재,18,29,11,20,12,34,17,2,39,21,16,5,31,42
소재를,2,3,2,1,2,4,3,0,2,5,2,0,4,9
소재의,2,3,2,1,2,4,3,0,2,5,2,0,4,9
소폭,1,4,2,0,2,2,2,0,2,2,2,0,3,8
소환권,0,0,2,2,2,1,1,0,1,1,1,0,0,1
속도를,1,4,0,1,0,6,3,10,2,4,2,0,3,4
손끝으로,10,3,0,2,3,4,2,1,2,1,3,0,1,2
솔루션,2,3,2,1,2,4,3,0,2,5,2,0,4,9
솔루션을,0,6,3,5,0,5,2,0,1,2,2,2,3,5
쇼핑몰,2,0,0,0,2,1,1,0,0,1,1,1,1,1
수많은,1,4,2,8,2,4,3,0,2,4,3,2,2,4
수면무호흡,3,4,3,6,4,4,4,1,3,3,1,3,4,6
수명,1,5,2,4,1,2,2,0,2,1,1,0,3,5
수사,3,3,3,4,7,6,1,1,1,3,3,8,2,1
수사권,3,3,3,4,7,6,1,1,1,3,3,8,2,1
수성...UBS,1,2,2,0,2,5,2,0,1,4,0,2,4,2
수성...선두,0,2,1,0,1,4,3,0,2,3,1,0,4,3
수요,4,9,3,3,1,13,10,2,2,18,4,4,15,13
수요가,1,3,2,1,0,3,3,1,3,5,0,0,5,7
수익률이,1,2,0,0,0,3,5,2,1,6,1,2,5,2
수익성,5,11,9,2,2,10,11,0,4,17,10,2,17,29
수익성을,0,2,3,2,0,3,4,0,1,2,1,1,4,8
수익성이,1,4,2,0,2,2,2,0,2,2,2,0,3,8
수익을,2,1,1,0,2,2,3,1,2,7,2,4,4,2
수입,6,8,5,6,4,10,7,4,3,7,3,2,10,7
수주,9,15,9,8,4,17,13,4,5,23,6,4,22,22
수주를,1,3,2,2,1,5,2,0,3,2,0,1,4,7
수주에,4,4,1,5,1,3,4,1,1,6,3,1,5,5
수준의,1,7,9,6,0,12,6,0,6,2,4,2,10,12
수준이다.,1,8,1,1,4,1,1,0,2,2,3,2,1,2
수치다.,1,8,1,1,4,1,1,0,2,2,3,2,1,2
수학적,1,2,0,1,0,4,2,1,1,2,0,1,2,1
수혜주로,1,2,0,0,0,3,5,2,1,6,1,2,5,2
순위,0,2,3,2,3,5,4,0,3,4,2,0,4,4
순위를,0,2,1,0,1,4,3,0,2,3,1,0,4,3
순으로,5,4,3,1,3,2,4,2,2,4,3,1,5,5
쉽게,0,0,2,2,2,1,1,0,1,1,1,0,0,1
스마일게이트,1,3,6,3,3,3,2,0,3,1,2,4,3,3
스마트경제,1,3,0,1,0,2,2,0,10,1,2,0,3,3
스마트워치,2,6,3,2,2,3,10,0,3,3,8,2,7,10
스마트워치를,2,6,3,2,2,3,10,0,3,3,8,2,7,10
스마트폰,6,12,8,13,5,15,8,2,3,10,5,4,10,14
스마트폰과,1,3,2,1,0,3,3,1,3,5,0,0,5,7
스위칭,0,3,3,2,1,3,1,0,3,2,1,2,3,9
스크린,3,11,11,10,2,18,7,2,4,6,6,10,9,7
스킬,1,1,1,2,2,0,1,0,1,1,1,2,0,1
스타라이트,0,0,2,2,2,1,1,0,1,1,1,0,0,1
스탠드,4,4,8,5,0,2,6,2,2,3,4,4,1,5
스탠바이미2,1,5,2,4,1,9,3,1,2,3,3,5,4,2
스트레처블,1,7,9,6,0,12,6,0,6,2,4,2,10,12
스티브,1,1,1,4,4,4,1,0,1,1,7,4,1,2
스페셜,1,3,6,3,3,3,2,0,3,1,2,4,3,3
스포츠,1,2,1,2,0,3,1,0,0,0,0,2,2,0
슬라이더블,1,7,9,6,0,12,6,0,6,2,4,2,10,12
슬라이딩,1,17,4,3,3,1,4,1,5,4,5,2,1,6
승진,2,2,0,1,2,6,5,2,2,3,1,3,6,4
시각화,3,2,3,3,3,5,1,0,1,2,4,3,2,2
시그니쳐,1,1,1,2,2,0,1,0,1,1,1,2,0,1
시리즈,3,4,2,3,0,0,4,0,1,0,0,3,2,5
시리즈와,3,4,2,3,0,0,4,0,1,0,0,3,2,5
시리즈의,3,25,11,38,4,20,10,0,11,7,15,6,11,23
시설,0,0,0,1,2,2,1,0,0,1,1,1,1,0
시스템,7,19,10,9,8,14,10,3,8,11,6,7,10,18
시스템을,1,4,1,2,0,7,3,10,2,2,1,2,3,5
시어터,1,8,1,1,4,1,1,0,2,2,3,2,1,2
시연,1,2,0,0,0,2,2,1,0,2,2,0,2,2
시장에,4,7,3,5,1,2,9,0,3,1,4,4,6,10
시장에서,7,12,5,3,4,14,11,3,6,17,6,6,18,17
시장에서는,2,1,1,0,2,2,3,1,2,7,2,4,4,2
시장은,1,3,1,2,1,2,5,0,2,1,4,1,4,5
시장의,5,13,6,7,4,12,11,2,5,16,7,4,16,19
시장확대,1,4,2,0,2,2,2,0,2,2,2,0,3,8
시점을,3,4,2,3,0,0,4,0,1,0,0,3,2,5
시즌,4,6,5,11,5,9,4,0,3,6,7,5,4,6
시트,1,9,2,2,2,1,3,1,3,2,3,1,1,3
시트는,1,9,2,2,2,1,3,1,3,2,3,1,1,3
시티골프,1,4,2,8,2,4,3,0,2,4,3,2,2,4
신고,3,2,1,1,0,3,3,2,1,2,0,0,2,1
신고가를,5,4,3,1,3,2,4,2,2,4,3,1,5,5
신규,10,10,7,11,4,15,12,3,5,11,7,5,13,14
신뢰를,0,3,0,0,0,3,1,1,1,0,1,4,1,0
신뢰성,2,1,0,1,0,3,2,1,1,0,0,1,2,1
신뢰할,2,1,0,1,0,3,2,1,1,0,0,1,2,1
신사업,1,2,0,0,0,3,5,2,1,6,1,2,5,2
신작,1,3,6,3,3,3,2,0,3,1,2,4,3,3
신주,0,2,1,0,1,4,3,0,2,3,1,0,4,3
신축성,1,7,9,6,0,12,6,0,6,2,4,2,10,12
실리콘,1,3,2,2,1,5,2,0,3,2,0,1,4,7
실물을,0,3,1,3,0,2,3,0,1,2,2,3,4,3
실적,5,10,3,1,2,15,15,4,6,23,6,6,22,21
실적에,4,4,1,5,1,3,4,1,1,6,3,1,5,5
실적은,1,2,2,0,2,5,2,0,1,4,0,2,4,2
실적을,1,2,2,0,2,5,2,0,1,4,0,2,4,2
실적이,4,4,1,5,1,3,4,1,1,6,3,1,5,5
실제,6,9,3,0,5,8,8,11,7,11,6,4,11,12
실증,2,7,2,2,1,12,6,20,4,4,4,3,6,10
실증에,1,3,1,0,1,5,3,10,2,2,3,1,3,5
실질적,2,3,2,1,2,4,3,0,2,5,2,0,4,9
싱글,2,6,3,4,1,5,2,0,2,0,1,2,3,5
쌓았다.,1,2,2,0,2,5,2,0,1,4,0,2,4,2
아나패스,1,4,3,2,0,3,3,0,2,9,1,1,5,9
아니라,7,17,7,12,11,10,10,5,4,11,13,11,6,5
아동에게,0,1,0,0,2,1,1,0,0,0,2,0,0,0
아람코,3,2,1,1,0,3,3,2,1,2,0,0,2,1
아레스,3,2,3,3,3,5,1,0,1,2,4,3,2,2
아마존,7,11,7,8,9,18,15,4,3,19,10,17,20,9
아시아타임즈,3,11,11,10,2,18,7,2,4,6,6,10,9,7
아시아태평양경제협력체,1,2,3,6,3,4,5,1,0,3,1,4,3,3
아우르는,1,5,2,4,1,2,2,0,2,1,1,0,3,5
아이돌,1,1,1,4,4,4,1,0,1,1,7,4,1,2
아이드림챌린지,0,1,0,0,2,1,1,0,0,0,2,0,0,0
아이드림챌린지는,0,1,0,0,2,1,1,0,0,0,2,0,0,0
아이드림챌린지를,0,1,0,0,2,1,1,0,0,0,2,0,0,0
아이씨디,4,10,7,4,2,10,9,1,7,19,3,1,14,25
아이씨디는,1,3,2,1,0,3,3,1,3,5,0,0,5,7
아이씨디의,1,3,2,1,0,3,3,1,3,5,0,0,5,7
아이오닉,1,6,6,6,2,6,3,1,3,2,1,5,3,6
아이템으로,1,1,1,2,2,0,1,0,1,1,1,2,0,1
아이템을,4,3,4,5,5,5,2,0,2,3,5,5,2,3
아이템이다.,0,1,1,2,0,1,3,1,0,2,0,0,0,1
아이폰,6,11,8,11,5,7,9,1,7,5,2,8,9,20
아이폰 17,0,3,3,2,1,3,1,0,3,2,1,2,3,9
아이폰18,3,4,2,3,0,0,4,0,1,0,0,3,2,5
아이폰은,3,4,2,3,0,0,4,0,1,0,0,3,2,5
아이폰의,3,4,2,3,0,0,4,0,1,0,0,3,2,5
아이폰이,3,4,2,3,0,0,4,0,1,0,0,3,2,5
아직,0,2,3,2,0,3,4,0,1,2,1,1,4,8
아카이브,1,6,6,6,2,6,3,1,3,2,1,5,3,6
아키텍트,3,2,3,3,3,5,1,0,1,2,4,3,2,2
아파트,1,2,0,0,0,2,2,1,0,2,2,0,2,2
안전,9,12,5,7,6,18,14,7,5,12,6,5,18,13
안정적인,1,3,2,1,0,3,3,1,3,5,0,0,5,7
않고,10,3,0,2,3,4,2,1,2,1,3,0,1,2
않다.,3,3,3,4,7,6,1,1,1,3,3,8,2,1
않습니다.,8,4,8,4,40,8,4,0,8,8,4,8,8,8
않았다.,1,2,3,6,3,4,5,1,0,3,1,4,3,3
알고리즘,1,2,0,1,0,4,2,1,1,2,0,1,2,1
알려졌다.,1,3,2,2,1,5,2,0,3,2,0,1,4,7
알지노믹스,1,0,0,1,2,2,1,0,1,3,0,2,3,1
알지노믹스는,1,0,0,1,2,2,1,0,1,3,0,2,3,1
알파드라이브원,1,4,2,8,2,4,3,0,2,4,3,2,2,4
앞서,1,2,3,6,3,4,5,1,0,3,1,4,3,3
앞으로도,1,6,6,6,2,6,3,1,3,2,1,5,3,6
앞쪽,3,3,3,4,7,6,1,1,1,3,3,8,2,1
애널리스트는,4,4,1,5,1,3,4,1,1,6,3,1,5,5
애널픽,4,4,1,5,1,3,4,1,1,6,3,1,5,5
애니메이션,0,3,5,0,0,0,2,0,3,0,0,1,0,2
애플,22,34,32,33,23,46,31,8,16,35,25,26,42,54
애플리케이션을,2,6,3,4,1,5,2,0,2,0,1,2,3,5
애플워치,3,4,3,6,4,4,4,1,3,3,1,3,4,6
애플은,6,8,5,9,4,4,8,1,4,3,1,6,6,11
애플이,6,8,5,9,4,4,8,1,4,3,1,6,6,11
액션,1,3,6,3,3,3,2,0,3,1,2,4,3,3
야간에,1,2,0,0,0,2,2,1,0,2,2,0,2,2
야구,1,1,1,2,2,0,1,0,1,1,1,2,0,1
약관에,8,4,8,4,40,8,4,0,8,8,4,8,8,8
약관을,8,4,8,4,40,8,4,0,8,8,4,8,8,8
약관의,8,4,8,4,40,8,4,0,8,8,4,8,8,8
약진도,1,2,2,0,2,5,2,0,1,4,0,2,4,2
양사가,0,1,0,0,0,0,1,0,1,1,0,2,0,0
양산,5,7,2,5,3,8,3,1,2,3,2,2,7,7
양자점,12,18,0,12,3,24,12,0,60,6,12,0,18,18
양자점의,13,21,0,13,3,26,14,0,70,7,14,0,21,21
어떤,6,7,14,9,1,4,5,1,3,1,6,8,2,8
어려움을,0,1,0,0,2,1,1,0,0,0,2,0,0,0
어린이,1,2,2,1,1,1,2,0,2,1,1,3,1,1
어시스턴트,1,8,1,1,4,1,1,0,2,2,3,2,1,2
어우러지는,0,0,0,1,2,2,1,0,0,1,1,1,1,0
얼라이언스,8,22,2,3,2,33,16,60,12,14,9,5,15,22
얼라이언스는,1,3,1,0,1,5,3,10,2,2,3,1,3,5
업계,1,3,5,1,0,5,2,0,1,1,1,2,5,5
업계에,5,10,12,12,5,13,8,2,5,6,4,8,9,11
업그레이드,3,4,1,3,0,2,2,0,1,2,1,1,1,4
업데이트를,3,2,3,3,3,5,1,0,1,2,4,3,2,2
업뎃,3,2,3,3,3,5,1,0,1,2,4,3,2,2
업무,0,1,0,0,0,0,1,0,1,1,0,2,0,0
업무협약,0,1,0,0,0,0,1,0,1,1,0,2,0,0
업종,0,3,2,0,0,2,2,0,3,7,2,0,4,9
업종별,8,19,1,1,2,25,13,50,10,12,9,4,13,16
업체,1,3,1,2,1,2,5,0,2,1,4,1,4,5
업체들의,1,3,2,1,0,3,3,1,3,5,0,0,5,7
업황,1,2,0,0,0,3,5,2,1,6,1,2,5,2
없는,16,29,24,20,51,35,17,5,16,21,18,27,22,21
없다,1,5,2,4,1,9,3,1,2,3,3,5,4,2
없다.,3,3,3,4,7,6,1,1,1,3,3,8,2,1
없습니다.,8,4,8,4,40,8,4,0,8,8,4,8,8,8
없으며,8,4,8,4,40,8,4,0,8,8,4,8,8,8
에너지,2,1,0,1,0,3,2,1,1,0,0,1,2,1
에서,3,7,7,8,3,11,10,2,4,6,2,7,11,9
에스아이플렉스,1,2,2,0,2,5,2,0,1,4,0,2,4,2
에스텔조합,3,4,0,0,2,2,2,1,2,2,0,0,5,4
에이전트,3,2,1,1,0,3,3,2,1,2,0,0,2,1
에픽게임즈가,3,2,3,3,3,5,1,0,1,2,4,3,2,2
엑사원,2,1,0,1,0,3,2,1,1,0,0,1,2,1
엑시머,1,3,2,2,1,5,2,0,3,2,0,1,4,7
엔비디아,12,19,10,14,9,23,22,9,8,26,9,11,28,20
엔씨소프트,1,3,6,3,3,3,2,0,3,1,2,4,3,3
엔지니어링,2,3,2,1,2,4,3,0,2,5,2,0,4,9
엘디티,1,4,3,2,0,3,3,0,2,9,1,1,5,9
엣지,1,5,2,4,1,9,3,1,2,3,3,5,4,2
여수산업단지공장장협의회,0,0,0,1,2,2,1,0,0,1,1,1,1,0
여수시여수산단공동발전협의회,0,0,0,1,2,2,1,0,0,1,1,1,1,0
여정을,0,0,2,2,2,1,1,0,1,1,1,0,0,1
역량을,2,1,0,1,0,3,2,1,1,0,0,1,2,1
역사상,2,26,6,4,5,2,7,2,7,7,10,3,2,9
역사적,3,3,3,4,7,6,1,1,1,3,3,8,2,1
역시,3,3,1,0,2,5,8,3,3,13,3,6,9,4
역임하며,1,2,2,0,0,2,1,0,2,1,0,0,4,4
연간,0,2,3,2,0,3,4,0,1,2,1,1,4,8
연결해,2,4,7,6,1,3,2,0,1,0,2,4,1,4
연계된,3,4,1,0,1,4,2,1,3,2,0,2,5,3
연구개발,2,1,0,1,0,3,2,1,1,0,0,1,2,1
연구는,9,15,0,9,3,18,10,0,50,5,10,0,15,15
연구원은,6,8,10,6,2,16,16,1,5,16,8,5,23,25
연구팀은,13,21,0,13,3,26,14,0,70,7,14,0,21,21
연도별,1,4,2,0,2,2,2,0,2,2,2,0,3,8
연말,2,2,0,1,2,6,5,2,2,3,1,3,6,4
연속,1,6,6,6,2,6,3,1,3,2,1,5,3,6
연신율,1,7,9,6,0,12,6,0,6,2,4,2,10,12
연예,1,2,1,2,0,3,1,0,0,0,0,2,2,0
연초이후,1,2,0,0,0,3,5,2,1,6,1,2,5,2
연휴,1,2,2,1,1,1,2,0,2,1,1,3,1,1
연휴를,1,2,2,1,1,1,2,0,2,1,1,3,1,1
열리는,1,2,3,6,3,4,5,1,0,3,1,4,3,3
열린,1,4,1,2,0,7,3,10,2,2,1,2,3,5
열린다.,1,2,2,1,1,1,2,0,2,1,1,3,1,1
영상,2,5,0,0,0,11,6,20,3,4,1,1,3,3
영업이익,4,6,4,7,1,6,8,1,2,8,4,2,9,13
영업이익과,1,4,2,0,2,2,2,0,2,2,2,0,3,8
영업이익은,2,9,12,7,0,14,9,0,7,5,7,2,13,19
영업이익을,1,4,2,0,2,2,2,0,2,2,2,0,3,8
영우디에스피,1,4,3,2,0,3,3,0,2,9,1,1,5,9
영우디에스피는,1,4,3,2,0,3,3,0,2,9,1,1,5,9
영우디에스피의,1,4,3,2,0,3,3,0,2,9,1,1,5,9
영위하고,5,4,3,1,3,2,4,2,2,4,3,1,5,5
영입권,1,1,1,2,2,0,1,0,1,1,1,2,0,1
영입할,1,1,1,2,2,0,1,0,1,1,1,2,0,1
영향으로,2,3,3,2,1,7,3,0,2,4,1,2,8,7
영향을,1,6,4,2,1,7,6,0,4,12,2,1,9,12
예비,2,3,3,2,1,7,3,0,2,4,1,2,8,7
예상되는,4,4,1,5,1,3,4,1,1,6,3,1,5,5
예상된다.,2,2,0,1,2,6,5,2,2,3,1,3,6,4
예상을,4,4,1,5,1,3,4,1,1,6,3,1,5,5
예상치를,4,4,1,5,1,3,4,1,1,6,3,1,5,5
예정이다.,8,11,2,8,7,21,11,21,9,8,10,10,14,13
오는,5,5,6,8,8,10,4,0,4,4,12,10,4,5
오른,5,9,3,5,4,12,6,1,4,6,3,2,11,10
오리진,1,3,6,3,3,3,2,0,3,1,2,4,3,3
오브,3,2,3,3,3,5,1,0,1,2,4,3,2,2
오전,5,4,3,1,3,2,4,2,2,4,3,1,5,5
오프,1,3,2,2,1,5,2,0,3,2,0,1,4,7
오프라인,2,0,0,0,2,1,1,0,0,1,1,1,1,1
오픈AI는,3,4,3,6,4,4,4,1,3,3,1,3,4,6
오피니언,1,2,1,2,0,3,1,0,0,0,0,2,2,0
온라인,5,2,3,3,5,6,2,0,1,3,5,4,3,3
