term,cur,prev,diff,total,ma7,z_like
선익시스템,3,0,3,30,0.571,1.383
기아,3,0,3,14,0.714,1.239
퀀텀닷,2,0,2,3,0.286,1.117
asus,2,0,2,15,0.286,1.117
bmw,3,0,3,11,0.857,1.113
모니터,8,1,7,146,4.571,1.093
맥북,3,1,2,94,1.0,1.0
인텔,5,0,5,34,3.143,0.67
니트,1,0,1,1,0.143,0.622
뷰소닉,1,0,1,1,0.143,0.622
응답속도,1,0,1,1,0.143,0.622
벤츠,1,0,1,17,0.143,0.622
화웨이,2,1,1,17,0.857,0.593
고성능,2,0,2,19,0.857,0.593
csot,1,0,1,3,0.286,0.465
소니,1,0,1,5,0.286,0.465
저전력,1,0,1,5,0.286,0.465
구글,1,0,1,49,1.0,0.0
tcl,1,0,1,67,1.286,-0.134
현대모비스,1,1,0,29,1.429,-0.195
vr,3,2,1,41,3.571,-0.198
삼성디스플레이,2,1,1,67,2.571,-0.219
갤럭시,2,2,0,242,3.0,-0.366
xr,2,1,1,118,3.429,-0.501
모바일,1,0,1,62,2.429,-0.558
tv,2,2,0,286,4.857,-0.892
엔비디아,5,0,5,226,12.286,-1.617
