term,cur,prev,diff,ma7,z_like,total
삼성전자,30,20,10,14.143,3.331,396
lg화학,9,0,9,1.857,3.023,15
lg전자,17,13,4,8.143,2.298,292
아마존,4,0,4,0.714,1.781,8
엔비디아,7,2,5,3.0,1.464,107
ar,4,2,2,1.286,1.272,51
선익시스템,2,0,2,0.286,1.117,25
올레드,2,0,2,0.429,0.95,33
csot,2,1,1,0.571,0.814,12
하이센스,2,2,0,0.571,0.814,48
모니터,5,2,3,2.857,0.797,85
dell,1,0,1,0.143,0.622,3
nvidia,1,0,1,0.143,0.622,2
postech,1,0,1,0.143,0.622,2
화웨이,1,0,1,0.143,0.622,6
sharp,2,0,2,0.857,0.593,19
byd,1,0,1,0.286,0.465,18
kaist,1,0,1,0.286,0.465,13
bmw,1,1,0,0.286,0.465,18
miniled,1,1,0,0.286,0.465,2
생산량,1,1,0,0.286,0.465,2
oled,9,8,1,7.286,0.463,229
hp,2,1,1,1.143,0.414,27
amd,1,0,1,0.571,0.244,9
인텔,1,0,1,0.571,0.244,29
lg디스플레이,2,0,2,1.571,0.19,118
카카오,1,0,1,0.857,0.074,13
퀄컴,1,1,0,0.857,0.074,27
스마트폰,3,4,-1,2.857,0.053,85
tcl,1,0,1,1.0,0.0,27
갤럭시,3,2,1,3.143,-0.052,61
모바일,1,0,1,1.143,-0.069,32
sk하이닉스,3,4,-1,3.286,-0.102,95
xr,3,5,-2,3.286,-0.102,142
구글,1,0,1,1.286,-0.134,43
레노버,1,4,-3,1.286,-0.134,67
기아,1,1,0,1.571,-0.254,23
메타,1,2,-1,1.571,-0.254,29
노트북,3,12,-9,3.857,-0.289,111
폴더블,7,17,-10,8.714,-0.434,140
애플,8,16,-8,9.857,-0.449,312
아이폰,1,7,-6,3.0,-0.732,88
tv,1,3,-2,3.143,-0.773,228
디스플레이,4,10,-6,9.286,-1.306,206
