term,cur,prev,diff,total,ma7,z_like
애플,5,8,-3,159,5.429,-0.129
스마트폰,4,1,3,82,1.714,0.99
oled,4,5,-1,292,9.714,-1.388
삼성전자,4,10,-6,398,11.143,-1.647
아이폰,3,0,3,66,2.286,0.284
모니터,3,6,-3,84,4.571,-0.501
tv,3,5,-2,363,5.429,-0.729
xr,2,1,1,62,1.857,0.06
sk하이닉스,2,2,0,63,2.429,-0.168
디스플레이,2,6,-4,189,5.0,-0.927
lcd,2,1,1,58,6.714,-1.313
vr,1,0,1,20,0.143,0.622
원익ips,1,1,0,5,0.286,0.465
fhd,1,2,-1,3,0.429,0.345
boe,1,1,0,28,0.714,0.155
퀄컴,1,1,0,9,0.714,0.155
amd,1,0,1,12,0.857,0.074
구글,1,1,0,52,2.0,-0.414
폴더블,1,9,-8,54,2.857,-0.69
노트북,1,4,-3,117,3.143,-0.773
lg전자,1,3,-2,231,5.429,-1.33
