--- Sentiment Scaling Log (2025-12-14) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Equipment_Maker): score_raw=0.4707 -> score_final=0.4707
Topic 0 (Equipment_Maker): score_raw=0.4977 -> score_final=0.4977
Topic 0 (Equipment_Maker): score_raw=0.4639 -> score_final=0.4639
Topic 0 (Equipment_Maker): score_raw=0.4777 -> score_final=0.4777
Topic 0 (Equipment_Maker): score_raw=0.4651 -> score_final=0.4651
Topic 0 (Equipment_Maker): score_raw=0.4723 -> score_final=0.4723
Topic 0 (Equipment_Maker): score_raw=0.4716 -> score_final=0.4716
Topic 0 (Equipment_Maker): score_raw=0.4834 -> score_final=0.4834
Topic 0 (Equipment_Maker): score_raw=0.4787 -> score_final=0.4787
Topic 0 (Equipment_Maker): score_raw=0.4955 -> score_final=0.4955
Topic 0 (Equipment_Maker): score_raw=0.4739 -> score_final=0.4739
Topic 0 (Equipment_Maker): score_raw=0.4633 -> score_final=0.4633
Topic 0 (Equipment_Maker): score_raw=0.4740 -> score_final=0.4740
Topic 0 (Equipment_Maker): score_raw=0.4646 -> score_final=0.4646
Topic 0 (Equipment_Maker): score_raw=0.4743 -> score_final=0.4743
Topic 0 (Equipment_Maker): score_raw=0.4736 -> score_final=0.4736
Topic 0 (Equipment_Maker): score_raw=0.4841 -> score_final=0.4841
Topic 0 (Equipment_Maker): score_raw=0.4891 -> score_final=0.4891
Topic 0 (Equipment_Maker): score_raw=0.4780 -> score_final=0.4780
Topic 0 (Equipment_Maker): score_raw=0.4810 -> score_final=0.4810
Topic 0 (Equipment_Maker): score_raw=0.4645 -> score_final=0.4645
Topic 0 (Equipment_Maker): score_raw=0.4870 -> score_final=0.4870
Topic 0 (Equipment_Maker): score_raw=0.4715 -> score_final=0.4715
Topic 0 (Equipment_Maker): score_raw=0.4739 -> score_final=0.4739
Topic 0 (Equipment_Maker): score_raw=0.4753 -> score_final=0.4753
Topic 0 (Equipment_Maker): score_raw=0.4860 -> score_final=0.4860
Topic 0 (Equipment_Maker): score_raw=0.4783 -> score_final=0.4783
Topic 0 (Equipment_Maker): score_raw=0.4707 -> score_final=0.4707
Topic 0 (Equipment_Maker): score_raw=0.4728 -> score_final=0.4728
Topic 0 (Equipment_Maker): score_raw=0.4738 -> score_final=0.4738
Topic 0 (Equipment_Maker): score_raw=0.4804 -> score_final=0.4804
Topic 0 (Equipment_Maker): score_raw=0.4787 -> score_final=0.4787
Topic 0 (Equipment_Maker): score_raw=0.4803 -> score_final=0.4803
Topic 0 (Equipment_Maker): score_raw=0.4869 -> score_final=0.4869
Topic 0 (Equipment_Maker): score_raw=0.4679 -> score_final=0.4679
Topic 0 (Equipment_Maker): score_raw=0.4601 -> score_final=0.4601
Topic 0 (Equipment_Maker): score_raw=0.4528 -> score_final=0.4528
Topic 0 (Equipment_Maker): score_raw=0.4974 -> score_final=0.4974
Topic 0 (Equipment_Maker): score_raw=0.4780 -> score_final=0.4780
Topic 0 (Equipment_Maker): score_raw=0.4612 -> score_final=0.4612
Topic 0 (Equipment_Maker): score_raw=0.4693 -> score_final=0.4693
Topic 0 (Equipment_Maker): score_raw=0.4701 -> score_final=0.4701
Topic 0 (Equipment_Maker): score_raw=0.4641 -> score_final=0.4641
Topic 0 (Equipment_Maker): score_raw=0.4670 -> score_final=0.4670
