term,cur,prev,diff,total,ma7,z_like
lg전자,25,2,23,246,6.286,5.336
아마존,5,0,5,16,1.0,2.0
디스플레이,11,2,9,197,5.571,1.615
xr,5,0,5,66,1.714,1.423
구글,5,2,3,48,2.0,1.243
에어팟,2,0,2,2,0.286,1.117
바이두,1,0,1,1,0.143,0.622
qled,1,0,1,3,0.143,0.622
올레드,1,0,1,10,0.143,0.622
vr,3,3,0,26,1.714,0.557
tcl,1,0,1,115,0.286,0.465
sharp,1,0,1,9,0.429,0.345
공급망,1,0,1,13,0.429,0.345
선익시스템,1,0,1,22,0.429,0.345
모바일,1,1,0,29,0.857,0.074
노트북,3,2,1,103,2.857,0.053
양산,1,0,1,61,1.0,0.0
스마트폰,2,2,0,82,2.143,-0.058
아이폰,1,1,0,62,1.571,-0.254
카카오,2,2,0,42,3.286,-0.457
폴더블,1,0,1,49,2.429,-0.558
