term,cur,prev,diff,ma7,z_like,total
lg디스플레이,16,2,14,2.714,5.018,132
삼성전자,24,18,6,12.286,2.6,427
sk온,4,0,4,0.571,1.953,5
디스플레이,17,29,-12,9.429,1.86,232
구글,7,2,5,2.571,1.701,56
삼성디스플레이,7,15,-8,3.286,1.321,61
한화시스템,2,0,2,0.286,1.117,5
공급망,2,0,2,0.429,0.95,15
인텔,2,0,2,0.429,0.95,69
lcd,2,1,1,0.714,0.697,57
sk하이닉스,3,1,2,1.571,0.634,53
sfa,1,0,1,0.143,0.622,1
그램,1,0,1,0.143,0.622,4
레노버,1,0,1,0.143,0.622,17
비보,1,0,1,0.143,0.622,1
샤프,1,0,1,0.143,0.622,3
갤럭시,5,1,4,3.429,0.551,82
폴더블,2,1,1,1.0,0.5,50
amd,1,0,1,0.286,0.465,11
알파벳,1,0,1,0.286,0.465,6
벤츠,1,1,0,0.286,0.465,43
세미파이브,1,1,0,0.286,0.465,11
스마트워치,1,1,0,0.286,0.465,2
노트북,4,6,-2,3.0,0.366,100
hp,1,1,0,0.429,0.345,54
모바일,1,0,1,0.571,0.244,24
메타,1,2,-1,0.571,0.244,25
한화솔루션,1,3,-2,0.571,0.244,11
byd,1,1,0,0.714,0.155,18
tcl,4,25,-21,4.286,-0.093,114
아마존,1,2,-1,1.286,-0.134,19
선익시스템,1,6,-5,1.286,-0.134,29
lg전자,7,14,-7,7.571,-0.152,238
모니터,1,6,-5,1.571,-0.254,74
oled,8,23,-15,9.286,-0.318,255
ar,1,2,-1,1.857,-0.363,49
xr,1,2,-1,1.857,-0.363,66
애플,6,10,-4,8.0,-0.522,178
스마트폰,1,4,-3,2.429,-0.558,78
boe,1,14,-13,2.571,-0.604,39
tv,10,40,-30,14.857,-1.001,349
