term,cur,prev,diff,ma7,z_like,total
봉지,1,0,1,0.143,0.622,2
프로아트,1,0,1,0.143,0.622,1
스마트폰,4,2,2,2.429,0.614,106
sk하이닉스,3,2,1,1.857,0.484,59
도우인시스,1,1,0,0.286,0.465,4
원익ips,1,1,0,0.286,0.465,3
기아,1,0,1,0.429,0.345,69
아마존,1,1,0,0.429,0.345,10
애플,6,6,0,5.0,0.309,176
sharp,1,1,0,0.571,0.244,6
사이니지,1,1,0,0.571,0.244,21
byd,1,0,1,0.857,0.074,12
엔비디아,2,4,-2,2.286,-0.114,62
구글,1,1,0,1.286,-0.134,63
모니터,1,2,-1,1.429,-0.195,99
boe,1,3,-2,1.714,-0.309,24
인텔,1,0,1,2.286,-0.512,94
폴더블,1,5,-4,2.286,-0.512,50
아이폰,1,2,-1,2.429,-0.558,65
노트북,1,2,-1,2.571,-0.604,131
갤럭시,1,5,-4,2.571,-0.604,92
xr,1,11,-10,3.714,-0.927,65
tv,4,3,1,8.286,-1.105,395
lg전자,2,3,-1,7.857,-1.54,305
삼성전자,3,12,-9,13.286,-2.214,397
