term,cur,diff,z_like
oled,36,31,6.11
삼성디스플레이,21,21,6.03
삼성전자,25,13,3.00
xr,11,9,2.19
tv,11,10,2.05
노트북,12,4,1.97
kaist,4,4,1.95
디스플레이,14,12,1.76
