term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,21,0,21,109,3.286,6.298
그램,16,0,16,18,2.286,5.46
양산,8,1,7,23,1.714,2.722
tcl,8,0,8,24,2.143,2.377
갤럭시,4,1,3,84,1.0,1.5
아마존,2,0,2,8,0.286,1.117
픽셀,2,0,2,3,0.429,0.95
아이폰,5,1,4,82,2.571,0.933
올레드,2,0,2,19,0.571,0.814
퀀텀닷,1,0,1,2,0.143,0.622
lcd,1,0,1,44,0.143,0.622
지멘스,1,1,0,2,0.286,0.465
sk하이닉스,1,0,1,40,0.857,0.074
boe,1,0,1,57,0.857,0.074
폴더블,2,1,1,92,2.429,-0.168
애플,3,2,1,164,3.857,-0.289
스마트폰,2,1,1,108,2.857,-0.319
모바일,1,1,0,69,3.143,-0.773
모니터,3,1,2,188,10.143,-1.707
