term,cur,prev,diff,total,ma7,z_like
lg전자,60,38,22,265,17.714,8.118
tv,53,31,22,332,14.429,8.038
올레드,43,15,28,67,8.714,8.676
oled,42,5,37,376,11.429,6.979
삼성디스플레이,18,2,16,99,5.143,3.935
모니터,13,25,-12,175,10.0,0.721
삼성전자,12,26,-14,529,12.571,-0.126
구글,8,2,6,59,2.429,2.178
lcd,7,0,7,38,2.0,2.071
애플,7,3,4,266,9.714,-0.659
씽크패드,6,0,6,6,0.857,2.67
소니,6,0,6,11,1.0,2.5
레노버,6,0,6,91,3.857,0.723
인텔,5,1,4,37,1.714,1.423
tcl,5,6,-1,76,2.0,1.243
올레드tv,4,0,4,5,0.571,1.953
xr,4,4,0,119,3.0,0.366
sk하이닉스,3,7,-4,74,3.429,-0.15
노트북,3,3,0,128,5.0,-0.618
공급망,2,2,0,36,1.143,0.414
아이폰,2,2,0,106,5.429,-1.03
dell,1,0,1,7,0.143,0.622
galaxy,1,0,1,4,0.143,0.622
google,1,0,1,2,0.143,0.622
qled,1,0,1,39,0.429,0.345
amd,1,0,1,31,0.429,0.345
boe,1,1,0,21,0.429,0.345
카카오,1,0,1,12,0.429,0.345
아마존,1,0,1,7,0.714,0.155
고성능,1,2,-1,19,0.857,0.074
맥북,1,0,1,94,1.286,-0.134
모바일,1,1,0,58,1.286,-0.134
기아,1,5,-4,20,1.429,-0.195
asus,1,4,-3,26,2.0,-0.414
엔비디아,1,1,0,195,2.714,-0.648
스마트폰,1,5,-4,115,3.0,-0.732
폴더블,1,1,0,101,4.143,-1.035
