date,topic_id,avg_sentiment,article_count
2025-10-19,0,0.5096,23
2025-10-19,1,0.5112,28
2025-10-19,2,0.5106,26
2025-10-19,3,0.5099,25
2025-10-19,4,0.51,25
2025-10-19,5,0.5106,25
2025-10-19,6,0.5111,20
2025-10-19,7,0.5108,25
