term,cur,prev,diff,total,ma7,z_like
모니터,17,1,16,111,4.429,4.05
tcl,6,0,6,28,1.429,2.082
레노버,10,0,10,73,4.143,1.93
모바일,5,0,5,25,1.571,1.521
vr,3,2,1,16,0.857,1.113
인텔,3,2,1,36,1.143,0.898
qled,1,0,1,1,0.143,0.622
sk온,1,0,1,1,0.143,0.622
사이니지,1,0,1,1,0.143,0.622
capex,1,0,1,2,0.143,0.622
한화시스템,1,0,1,2,0.143,0.622
애플워치,1,0,1,5,0.143,0.622
dell,1,0,1,4,0.286,0.465
고성능,1,1,0,8,0.286,0.465
아이패드,1,0,1,8,0.286,0.465
샤오미,2,2,0,19,1.143,0.414
양산,2,1,1,68,1.143,0.414
올레드,1,0,1,11,0.429,0.345
화웨이,1,0,1,15,0.429,0.345
lg디스플레이,3,1,2,99,2.286,0.284
카카오,1,0,1,26,0.571,0.244
아마존,1,1,0,33,0.571,0.244
lcd,1,0,1,36,0.571,0.244
공급망,1,0,1,49,0.571,0.244
메타,1,1,0,25,0.714,0.155
xr,3,3,0,67,2.714,0.108
삼성디스플레이,2,1,1,44,4.143,-0.706
