term,cur,prev,diff,ma7,z_like,total
lg전자,36,14,22,11.429,5.609,356
벤츠,20,1,19,4.857,4.726,47
meta,2,1,1,0.429,0.95,3
ppi,1,0,1,0.143,0.622,1
고해상도,1,0,1,0.143,0.622,2
태블릿,1,0,1,0.143,0.622,14
폴더블,2,0,2,0.857,0.593,57
hp,1,1,0,0.429,0.345,72
vr,2,1,1,1.286,0.335,21
모바일,1,1,0,0.714,0.155,42
소니,2,0,2,1.714,0.124,85
asus,1,0,1,1.0,0.0,18
현대모비스,1,0,1,1.0,0.0,33
애플,5,9,-4,5.143,-0.044,173
아이폰,2,3,-1,2.143,-0.058,60
메타,1,0,1,1.286,-0.134,27
sk하이닉스,1,2,-1,1.857,-0.363,56
구글,1,3,-2,1.857,-0.363,62
노트북,3,3,0,4.857,-0.58,150
모니터,1,2,-1,2.714,-0.648,128
갤럭시,1,1,0,3.0,-0.732,93
tv,13,16,-3,16.857,-0.755,465
lg디스플레이,4,12,-8,7.571,-0.952,120
tcl,1,0,1,4.571,-1.138,118
인텔,2,5,-3,6.143,-1.191,95
디스플레이,1,6,-5,6.429,-1.535,250
oled,3,9,-6,10.571,-1.781,494
삼성전자,9,76,-67,21.0,-2.15,468
