term,cur,prev,diff,ma7,z_like,total,date
lg디스플레이,18,1,17,5.714,3.624,134,2026-03-20
모바일,10,2,8,2.286,3.071,60,2026-03-20
디스플레이,18,14,4,7.0,3.017,314,2026-03-20
삼성디스플레이,14,1,13,5.286,2.641,86,2026-03-20
tcl,7,0,7,1.857,2.177,97,2026-03-20
vr,9,7,2,3.571,1.879,37,2026-03-20
oled,20,14,6,12.571,1.634,381,2026-03-20
tv,12,5,7,7.0,1.371,348,2026-03-20
삼성전자,30,45,-15,22.714,1.264,525,2026-03-20
boe,3,1,2,0.714,1.239,37,2026-03-20
노트북,7,6,1,3.714,1.122,132,2026-03-20
etri,2,0,2,0.286,1.117,6,2026-03-20
bmw,2,1,1,0.714,0.697,8,2026-03-20
메타,2,2,0,0.714,0.697,22,2026-03-20
amd,3,5,-2,1.571,0.634,32,2026-03-20
선익시스템,1,0,1,0.143,0.622,36,2026-03-20
설비투자,1,0,1,0.143,0.622,14,2026-03-20
수율,1,0,1,0.143,0.622,7,2026-03-20
생산능력,2,0,2,0.857,0.593,17,2026-03-20
uhd,1,0,1,0.286,0.465,2,2026-03-20
기아,1,1,0,0.286,0.465,11,2026-03-20
벤큐,1,1,0,0.429,0.345,12,2026-03-20
고성능,1,2,-1,0.429,0.345,18,2026-03-20
양산,1,1,0,0.571,0.244,23,2026-03-20
오포,1,1,0,0.571,0.244,13,2026-03-20
태블릿,1,2,-1,0.857,0.074,20,2026-03-20
lcd,2,6,-4,1.857,0.06,30,2026-03-20
레노버,1,1,0,1.0,0.0,72,2026-03-20
폴더블,5,8,-3,5.143,-0.044,77,2026-03-20
모니터,4,4,0,4.286,-0.093,134,2026-03-20
lg전자,3,4,-1,3.571,-0.198,216,2026-03-20
스마트폰,1,1,0,1.571,-0.254,112,2026-03-20
공급망,1,1,0,2.286,-0.512,36,2026-03-20
xr,4,6,-2,5.857,-0.543,118,2026-03-20
인텔,1,15,-14,2.571,-0.604,31,2026-03-20
갤럭시,1,1,0,2.857,-0.69,247,2026-03-20
아이폰,1,2,-1,4.0,-1.0,79,2026-03-20
애플,4,12,-8,8.286,-1.105,246,2026-03-20
엔비디아,5,28,-23,16.429,-2.262,212,2026-03-20
퀄컴,10,0,10,1.714,3.588,44,2026-03-21
레노버,8,1,7,2.143,2.377,80,2026-03-21
스마트폰,7,1,6,2.286,1.877,117,2026-03-21
애플,16,4,12,9.0,1.75,249,2026-03-21
구글,5,0,5,1.571,1.521,63,2026-03-21
아이폰,8,1,7,3.714,1.464,86,2026-03-21
샤오미,2,0,2,0.286,1.117,43,2026-03-21
아마존,2,0,2,0.286,1.117,10,2026-03-21
모니터,8,4,4,4.571,1.093,142,2026-03-21
qled,2,0,2,0.429,0.95,40,2026-03-21
마이크로소프트,1,0,1,0.143,0.622,4,2026-03-21
올레드,1,0,1,0.143,0.622,7,2026-03-21
저전력,1,0,1,0.143,0.622,4,2026-03-21
폭스바겐,1,0,1,0.143,0.622,2,2026-03-21
한화시스템,1,0,1,0.143,0.622,7,2026-03-21
메타,2,2,0,1.0,0.5,24,2026-03-21
apple,1,0,1,0.286,0.465,5,2026-03-21
csot,1,0,1,0.286,0.465,2,2026-03-21
oled,14,20,-6,12.143,0.414,384,2026-03-21
kaist,1,0,1,0.429,0.345,24,2026-03-21
tsmc,1,0,1,0.429,0.345,17,2026-03-21
모바일,3,10,-7,2.714,0.108,62,2026-03-21
tv,6,12,-6,5.857,0.042,336,2026-03-21
공급망,2,1,1,2.0,0.0,37,2026-03-21
맥북,1,0,1,1.0,0.0,90,2026-03-21
디스플레이,7,18,-11,7.286,-0.077,310,2026-03-21
노트북,3,7,-4,3.857,-0.289,132,2026-03-21
폴더블,4,5,-1,5.0,-0.309,80,2026-03-21
amd,1,3,-2,1.714,-0.309,33,2026-03-21
vr,3,9,-6,4.0,-0.333,37,2026-03-21
갤럭시,2,1,1,3.0,-0.366,243,2026-03-21
lg전자,2,3,-1,3.0,-0.366,193,2026-03-21
lg디스플레이,4,18,-14,5.714,-0.506,138,2026-03-21
xr,4,4,0,5.857,-0.543,117,2026-03-21
엔비디아,10,5,5,16.857,-1.343,222,2026-03-21
삼성전자,6,30,-24,21.857,-2.794,521,2026-03-21
현대모비스,6,0,6,1.286,2.209,27,2026-03-22
아이폰,6,8,-2,4.0,0.667,90,2026-03-22
hp,1,0,1,0.143,0.622,49,2026-03-22
