cluster_id,keywords
0,"효율, 고효율, 에너지, 분석"
1,"모니터, 반도체, 노트북, 구글, 인프라, 카메라, 기술력"
2,"폴더블, 양산, 개발, 유럽, 솔루션, 아트, 연결, 설계, 최초, 시스템, 미국, 게임, 주사율, 전환, 유지, 부장, 고성능, 신제품, 가운데, 역할, 공장, 점유율, 전반, 영국, 이사회, 뉴욕, 홍콩, 경영, 협력사, 자동차, 계획, 하이닉스, 적용, 예정, 스토어, 현지, 전력, 경험, 변화, 집중, 전망, 결정, 이들, 시간, 그룹, 체계, 대규모, 많은, 환경, 매출, 시리즈, 생산, 권위, 쿠키런"
3,애플
4,"스마트폰, 아이폰, 갤럭시, 배터리"
5,전쟁
6,중국
7,이란
