term,cur,prev,diff,total,ma7,z_like
레노버,18,0,18,23,3.143,5.358
엔비디아,15,1,14,24,2.286,5.062
퀄컴,8,0,8,24,1.429,2.994
공급망,3,0,3,16,0.571,1.383
etri,2,0,2,3,0.286,1.117
한화솔루션,2,2,0,5,0.571,0.814
모바일,2,1,1,13,0.714,0.697
8k,1,0,1,1,0.143,0.622
sfa,1,0,1,1,0.143,0.622
설비투자,1,0,1,1,0.143,0.622
픽셀,1,0,1,3,0.143,0.622
해상도,1,0,1,5,0.143,0.622
고성능,4,0,4,27,2.571,0.549
현대차,2,0,2,31,1.0,0.5
화웨이,1,1,0,7,0.286,0.465
lg디스플레이,3,0,3,75,2.0,0.414
byd,1,1,0,9,0.714,0.155
태블릿,2,2,0,22,2.143,-0.058
amd,1,0,1,25,2.714,-0.648
아이패드,1,0,1,32,3.429,-0.852
폴더블,1,0,1,58,4.143,-1.035
