term,cur,prev,diff,total,ma7,z_like
삼성전자,10,17,-7,519,17.0,-1.366
노트북,9,6,3,140,4.286,1.535
lg디스플레이,8,33,-25,132,8.429,-0.11
인텔,7,1,6,36,2.143,1.971
tv,7,5,2,433,8.857,-0.467
oled,7,25,-18,377,16.571,-1.888
lg전자,5,4,1,261,7.429,-0.652
애플,5,5,0,261,8.714,-0.94
sk하이닉스,4,2,2,84,3.143,0.309
디스플레이,4,36,-32,228,14.429,-2.173
카카오,3,0,3,12,0.571,1.383
기아,3,0,3,50,1.0,1.0
아이폰,3,1,2,110,1.571,0.634
xr,3,12,-9,123,4.857,-0.58
폴더블,3,2,1,160,6.0,-0.87
수율,2,1,1,11,0.429,0.95
asus,2,1,1,16,1.0,0.5
퀀텀닷,2,13,-11,15,2.143,-0.058
공급망,2,2,0,39,2.571,-0.219
현대모비스,1,0,1,11,0.143,0.622
고해상도,1,0,1,5,0.143,0.622
애플워치,1,0,1,4,0.143,0.622
amd,1,0,1,13,0.286,0.465
sharp,1,0,1,6,0.286,0.465
비보,1,0,1,2,0.286,0.465
메타,1,0,1,30,0.429,0.345
tsmc,1,0,1,19,0.429,0.345
4k,1,1,0,15,0.714,0.155
퀄컴,1,0,1,12,0.714,0.155
모바일,1,0,1,59,1.0,0.0
ar,1,3,-2,51,1.286,-0.134
엔비디아,1,3,-2,88,1.429,-0.195
스마트폰,1,6,-5,123,3.714,-0.927
삼성디스플레이,1,0,1,108,4.429,-1.104
벤츠,1,0,1,52,6.571,-1.563
