term,cur,prev,diff,total,ma7,z_like
인텔,7,1,6,36,2.143,1.971
카카오,3,0,3,12,0.571,1.383
기아,3,0,3,50,1.0,1.0
수율,2,1,1,11,0.429,0.95
아이폰,3,1,2,110,1.571,0.634
애플워치,1,0,1,4,0.143,0.622
고해상도,1,0,1,5,0.143,0.622
현대모비스,1,0,1,11,0.143,0.622
asus,2,1,1,16,1.0,0.5
비보,1,0,1,2,0.286,0.465
sharp,1,0,1,6,0.286,0.465
amd,1,0,1,13,0.286,0.465
tsmc,1,0,1,19,0.429,0.345
메타,1,0,1,30,0.429,0.345
sk하이닉스,4,2,2,84,3.143,0.309
퀄컴,1,0,1,12,0.714,0.155
4k,1,1,0,15,0.714,0.155
모바일,1,0,1,59,1.0,0.0
공급망,2,2,0,39,2.571,-0.219
폴더블,3,2,1,160,6.0,-0.87
삼성디스플레이,1,0,1,108,4.429,-1.104
벤츠,1,0,1,52,6.571,-1.563
