term,cur,prev,diff,ma7,z_like,total
tv,75,11,64,16.571,11.523,387
삼성전자,45,5,40,13.857,6.595,510
레노버,13,2,11,2.571,4.005,79
엔비디아,15,15,0,6.0,2.609,155
amd,4,0,4,0.857,1.632,23
소니,3,0,3,0.429,1.554,37
아이패드,2,0,2,0.286,1.117,5
스마트폰,9,5,4,5.429,1.073,115
hp,4,5,-1,1.714,0.99,21
양산,4,0,4,1.857,0.907,87
디스플레이,7,9,-2,4.714,0.721,172
8k,1,0,1,0.143,0.622,5
ul,1,0,1,0.143,0.622,1
모니터,6,1,5,4.429,0.506,189
샤오미,1,1,0,0.286,0.465,16
수율,1,1,0,0.286,0.465,10
고효율,1,1,0,0.429,0.345,4
메타,2,1,1,1.286,0.335,31
기아,2,7,-5,1.714,0.124,54
갤럭시,3,2,1,2.714,0.108,101
ar,1,0,1,0.857,0.074,47
모바일,1,0,1,0.857,0.074,64
tsmc,1,0,1,1.143,-0.069,11
lg디스플레이,2,1,1,2.286,-0.114,130
애플,8,12,-4,8.857,-0.216,279
구글,1,0,1,1.571,-0.254,75
화웨이,1,5,-4,1.714,-0.309,24
xr,2,3,-1,3.143,-0.412,109
폴더블,5,15,-10,6.857,-0.513,164
tcl,1,0,1,2.714,-0.648,63
노트북,4,0,4,6.429,-0.687,152
oled,11,11,0,15.429,-0.899,316
삼성디스플레이,1,0,1,4.286,-1.07,89
lg전자,4,7,-3,8.143,-1.075,280
아이폰,1,9,-8,4.571,-1.138,139
