org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,8.0756,0.0261,0.6303,8.0756
AMD,9,5.8549,0.0199,0.4570,5.8549
AMD,13,3.7290,0.0118,0.2910,3.7290
AMD,7,3.1015,0.0119,0.2421,3.1015
AMD,8,2.8739,0.0090,0.2243,2.8739
AMD,10,2.8739,0.0081,0.2243,2.8739
AMD,4,2.4742,0.0156,0.1931,2.4742
AMD,12,2.3734,0.0081,0.1852,2.3734
AMD,3,2.1554,0.0051,0.1682,2.1554
AMD,6,1.4916,0.0056,0.1164,1.4916
AMD,1,1.4637,0.0036,0.1142,1.4637
AMD,2,1.4369,0.0060,0.1121,1.4369
AMD,5,0.9708,0.0067,0.0758,0.9708
AMD,11,0.9237,0.0072,0.0721,0.9237
BOE,0,21.8041,0.0705,0.5086,21.8041
BOE,3,15.8062,0.0374,0.3687,15.8062
BOE,10,15.8062,0.0448,0.3687,15.8062
BOE,12,13.4492,0.0458,0.3137,13.4492
BOE,1,13.1735,0.0325,0.3073,13.1735
BOE,6,11.9327,0.0452,0.2784,11.9327
BOE,7,9.3046,0.0357,0.2171,9.3046
BOE,9,8.7823,0.0299,0.2049,8.7823
BOE,13,8.2037,0.0261,0.1914,8.2037
BOE,2,6.4662,0.0271,0.1508,6.4662
BOE,8,6.4662,0.0202,0.1508,6.4662
BOE,5,4.8539,0.0333,0.1132,4.8539
BOE,11,4.6184,0.0360,0.1077,4.6184
BOE,4,2.4742,0.0156,0.0577,2.4742
CSOT,3,7.1846,0.0170,0.4725,7.1846
CSOT,10,7.1846,0.0204,0.4725,7.1846
CSOT,12,5.5379,0.0189,0.3642,5.5379
CSOT,1,5.1230,0.0126,0.3369,5.1230
CSOT,0,4.8453,0.0157,0.3187,4.8453
CSOT,6,4.4747,0.0169,0.2943,4.4747
CSOT,13,2.9832,0.0095,0.1962,2.9832
CSOT,7,2.3262,0.0089,0.1530,2.3262
CSOT,2,2.1554,0.0090,0.1418,2.1554
CSOT,11,1.8473,0.0144,0.1215,1.8473
CSOT,9,1.4637,0.0050,0.0963,1.4637
CSOT,8,1.4369,0.0045,0.0945,1.4369
CSOT,5,0.9708,0.0067,0.0638,0.9708
