keyword,score
애플,0.962777502175417
삼성,0.880284832493924
폴더블,0.5689374037636259
패널,0.5486737091889581
반도체,0.3840282153516736
중국,0.35606157215016776
아이,0.3296529240584112
아시아타임즈,0.31191945864349246
주주,0.2890586447596351
현대모비스,0.28877919262131546
말차,0.28705668155012504
디스플레이,0.27072940392057626
칸쵸,0.26956704378949053
장비,0.267883190617566
채권,0.26470932910319755
1인당,0.25366574275801274
있으며,0.2499609331113334
로봇,0.24817964431610431
모니터,0.2467310587093004
출하량,0.24434898606468788
