term,cur,prev,diff,total,ma7,z_like
모바일,9,2,7,50,3.571,1.879
dell,4,1,3,10,0.714,1.781
현대모비스,2,0,2,4,0.429,0.95
고효율,2,0,2,5,0.429,0.95
퀄컴,2,1,1,22,0.571,0.814
ar,3,2,1,65,1.286,0.803
메타,2,0,2,21,0.714,0.697
kaist,3,2,1,33,1.571,0.634
양산,3,1,2,60,1.571,0.634
lg화학,1,0,1,3,0.143,0.622
한미반도체,1,0,1,12,0.143,0.622
인텔,1,0,1,32,0.143,0.622
맥북,1,1,0,15,0.286,0.465
오포,1,0,1,4,0.429,0.345
미디어텍,1,0,1,5,0.429,0.345
소니,1,0,1,10,0.429,0.345
아마존,1,0,1,18,0.429,0.345
sk하이닉스,3,3,0,73,2.286,0.284
갤럭시,7,3,4,152,6.429,0.162
구글,2,0,2,94,1.714,0.124
카카오,1,1,0,45,2.857,-0.69
