term,cur,prev,diff,total,ma7,z_like
삼성전자,49,18,31,498,25.429,3.901
tv,23,9,14,226,6.714,4.535
tcl,19,9,10,57,4.429,4.694
디스플레이,11,26,-15,194,8.143,0.741
모바일,9,2,7,50,3.571,1.879
lg전자,8,11,-3,300,11.571,-0.811
삼성디스플레이,7,10,-3,75,3.857,1.06
갤럭시,7,3,4,152,6.429,0.162
엔비디아,7,6,1,172,7.286,-0.077
oled,5,10,-5,318,10.571,-1.311
dell,4,1,3,10,0.714,1.781
애플,4,12,-8,341,11.143,-1.647
ar,3,2,1,65,1.286,0.803
양산,3,1,2,60,1.571,0.634
kaist,3,2,1,33,1.571,0.634
sk하이닉스,3,3,0,73,2.286,0.284
레노버,3,22,-19,78,4.571,-0.501
폴더블,3,9,-6,244,7.0,-1.097
고효율,2,0,2,5,0.429,0.95
현대모비스,2,0,2,4,0.429,0.95
퀄컴,2,1,1,22,0.571,0.814
메타,2,0,2,21,0.714,0.697
구글,2,0,2,94,1.714,0.124
노트북,2,12,-10,119,6.571,-1.283
인텔,1,0,1,32,0.143,0.622
한미반도체,1,0,1,12,0.143,0.622
lg화학,1,0,1,3,0.143,0.622
맥북,1,1,0,15,0.286,0.465
아마존,1,0,1,18,0.429,0.345
소니,1,0,1,10,0.429,0.345
미디어텍,1,0,1,5,0.429,0.345
오포,1,0,1,4,0.429,0.345
lg디스플레이,1,2,-1,64,1.0,0.0
샤오미,1,2,-1,29,1.429,-0.195
amd,1,10,-9,15,1.571,-0.254
벤츠,1,11,-10,38,1.714,-0.309
xr,1,5,-4,75,2.286,-0.512
카카오,1,1,0,45,2.857,-0.69
아이폰,1,3,-2,119,4.429,-1.104
