term,cur,prev,diff,total,ma7,z_like
xr,5,15,-10,82,7.143,-0.583
갤럭시,3,8,-5,55,4.714,-0.541
애플,3,42,-39,162,11.571,-1.947
삼성,3,42,-39,496,22.714,-3.419
인텔,2,1,1,12,0.857,0.593
구글,2,2,0,26,1.429,0.26
폴더블,2,5,-3,57,4.286,-0.744
lg전자,2,1,1,102,8.143,-1.594
lg,2,20,-18,336,12.143,-2.262
삼성전자,2,38,-36,277,22.857,-3.608
퀄컴,1,0,1,18,0.429,0.345
비전프로,1,0,1,6,0.429,0.345
양산,1,1,0,24,0.571,0.244
메타,1,2,-1,12,0.571,0.244
tsmc,1,2,-1,17,0.714,0.155
sk하이닉스,1,9,-8,39,2.0,-0.414
아이폰,1,9,-8,49,4.0,-1.0
oled,1,27,-26,200,11.286,-2.359
