term,cur,prev,diff,ma7,z_like,total
기아,27,0,27,4.0,7.667,40
모니터,18,3,15,6.714,3.143,202
현대모비스,7,0,7,1.429,2.538,45
레노버,17,17,0,8.0,2.351,91
애플,10,3,7,5.0,1.545,147
스마트폰,6,2,4,2.286,1.479,95
lg전자,24,30,-6,17.286,1.302,363
vr,2,0,2,0.286,1.117,8
한화시스템,2,0,2,0.429,0.95,5
apple,1,0,1,0.143,0.622,2
도우인시스,1,0,1,0.143,0.622,7
오포,1,0,1,0.143,0.622,5
하이센스,4,1,3,2.714,0.486,24
asus,1,0,1,0.286,0.465,10
fmm,1,0,1,0.286,0.465,4
아이폰,2,1,1,1.143,0.414,80
아마존,1,0,1,0.429,0.345,10
ar,2,0,2,1.429,0.26,41
tsmc,1,1,0,0.571,0.244,17
fhd,1,3,-2,0.714,0.155,5
xr,1,1,0,0.857,0.074,67
양산,1,1,0,0.857,0.074,24
샤오미,1,1,0,1.0,0.0,14
lcd,1,1,0,1.143,-0.069,46
구글,1,3,-2,1.143,-0.069,42
sk하이닉스,1,2,-1,1.286,-0.134,37
폴더블,3,4,-1,3.429,-0.15,88
lg디스플레이,4,8,-4,4.571,-0.182,137
갤럭시,1,1,0,1.714,-0.309,75
엔비디아,4,10,-6,6.0,-0.58,84
노트북,3,1,2,5.143,-0.656,96
디스플레이,7,3,4,10.714,-0.869,250
tv,12,18,-6,16.571,-0.902,373
삼성디스플레이,1,1,0,10.714,-2.273,167
oled,4,19,-15,24.143,-3.406,435
삼성전자,2,25,-23,21.143,-3.42,526
