term,cur,prev,diff,ma7,z_like,total
현대모비스,2,0,2,0.714,0.697,35
터치id,1,0,1,0.286,0.465,3
애플워치,1,0,1,0.429,0.345,4
샤오미,1,1,0,0.429,0.345,13
애플,10,5,5,8.857,0.287,250
메타,2,1,1,1.429,0.26,27
카카오,1,0,1,0.571,0.244,10
갤럭시,4,7,-3,4.571,-0.182,113
sk하이닉스,1,3,-2,1.429,-0.195,70
아이폰,2,0,2,2.571,-0.219,114
노트북,2,0,2,2.714,-0.27,117
모바일,1,1,0,1.714,-0.309,62
폴더블,2,2,0,3.0,-0.366,115
vr,1,1,0,2.143,-0.464,55
lg전자,1,1,0,2.571,-0.604,218
tcl,1,1,0,2.857,-0.69,58
구글,2,5,-3,4.714,-0.856,83
xr,1,5,-4,3.571,-0.89,115
lg디스플레이,1,4,-3,3.857,-0.964,139
스마트폰,1,4,-3,4.143,-1.035,98
lg화학,1,11,-10,5.571,-1.36,39
디스플레이,1,9,-8,5.714,-1.39,206
삼성전자,6,16,-10,13.143,-1.544,511
tv,2,8,-6,10.714,-2.039,343
