term,cur,prev,diff,total,ma7,z_like
삼성전자,34,28,6,224,15.571,3.726
삼성,24,46,-22,457,17.714,1.207
lg,17,29,-12,323,10.714,1.471
갤럭시,15,6,9,46,3.429,4.058
애플,9,11,-2,115,5.286,1.126
게이밍,8,3,5,21,1.857,2.6
폴더블,8,6,2,43,2.429,2.178
lg전자,8,29,-21,107,9.429,-0.351
oled,7,14,-7,165,6.429,0.162
아이패드,5,0,5,13,1.0,2.0
메타,4,0,4,13,0.714,1.781
아이폰,4,7,-3,38,2.429,0.614
아마존,3,1,2,6,0.571,1.383
sk하이닉스,3,0,3,29,0.714,1.239
boe,3,4,-1,20,1.0,1.0
구글,2,0,2,18,0.286,1.117
samsung,2,0,2,5,0.286,1.117
현대차,2,1,1,29,1.143,0.414
카카오,1,0,1,10,0.143,0.622
샤오미,1,0,1,6,0.143,0.622
비전프로,1,0,1,4,0.143,0.622
원익ips,1,0,1,4,0.143,0.622
한미반도체,1,0,1,3,0.143,0.622
가상현실,1,0,1,2,0.143,0.622
필립스,1,0,1,1,0.143,0.622
양산,1,0,1,22,0.286,0.465
엔비디아,1,0,1,10,0.286,0.465
수율,1,0,1,4,0.286,0.465
csot,1,1,0,2,0.286,0.465
byd,1,2,-1,7,0.429,0.345
선익시스템,1,2,-1,7,0.429,0.345
증착기,1,2,-1,3,0.429,0.345
기아,1,1,0,6,0.571,0.244
lg디스플레이,1,5,-4,80,0.857,0.074
패널,1,6,-5,16,1.429,-0.195
차세대,1,10,-9,47,1.857,-0.363
