term,cur,prev,diff,total,ma7,z_like
삼성전자,45,3,42,395,15.143,6.104
tv,36,2,34,321,12.0,5.376
lg전자,21,1,20,220,6.857,3.908
jdi,6,0,6,7,0.857,2.67
알파벳,4,0,4,6,0.571,1.953
구글,6,1,5,67,2.143,1.565
파나소닉,3,0,3,16,0.571,1.383
디스플레이,12,3,9,245,8.0,1.045
현대모비스,3,0,3,18,1.429,0.716
woled,1,0,1,1,0.143,0.622
올레드tv,1,0,1,1,0.143,0.622
폭스바겐,1,0,1,1,0.143,0.622
태블릿,1,0,1,4,0.143,0.622
ar,2,1,1,34,1.143,0.414
lg디스플레이,2,0,2,110,1.143,0.414
소니,1,0,1,7,0.429,0.345
tsmc,1,0,1,12,0.429,0.345
고해상도,2,0,2,11,1.571,0.19
아이폰,2,0,2,52,1.714,0.124
고성능,1,0,1,15,0.857,0.074
공급망,1,1,0,21,1.0,0.0
xr,4,3,1,79,4.286,-0.093
노트북,3,3,0,114,4.429,-0.46
hp,1,0,1,51,2.571,-0.604
모바일,1,1,0,53,3.143,-0.773
맥북,3,1,2,67,6.429,-0.97
애플,4,1,3,212,10.429,-1.52
oled,4,0,4,333,12.286,-1.839
