term,cur,prev,diff,ma7,z_like,total
tv,32,36,-4,16.286,3.121,349
삼성전자,30,45,-15,16.286,2.723,422
인텔,6,0,6,0.857,2.67,17
노트북,10,3,7,5.429,1.373,123
슬라이더블,2,0,2,0.286,1.117,2
애플,16,4,12,11.429,1.044,222
아이패드,3,0,3,1.0,1.0,14
폴더블,4,0,4,1.714,0.99,47
oled,14,4,10,10.0,0.961,347
스마트폰,8,5,3,5.143,0.874,103
맥북,11,3,8,8.0,0.784,78
메타,3,1,2,1.429,0.716,25
fmm,1,0,1,0.143,0.622,1
선익시스템,1,0,1,0.143,0.622,35
애플워치,1,0,1,0.143,0.622,1
에어팟,1,0,1,0.143,0.622,3
패드,1,0,1,0.143,0.622,4
lg전자,9,21,-12,7.0,0.549,227
공급망,2,1,1,1.0,0.5,23
sharp,1,0,1,0.286,0.465,8
양산,1,0,1,0.286,0.465,28
태블릿,1,1,0,0.286,0.465,5
sk하이닉스,3,0,3,2.0,0.414,55
아이폰,3,2,1,2.0,0.414,54
카카오,1,0,1,0.429,0.345,33
ar,2,2,0,1.429,0.26,36
lg디스플레이,2,2,0,1.429,0.26,112
boe,1,0,1,0.571,0.244,35
파나소닉,1,3,-2,0.571,0.244,17
lcd,1,0,1,0.714,0.155,63
vr,1,0,1,0.714,0.155,20
오포,1,0,1,0.857,0.074,9
샤오미,1,0,1,1.0,0.0,41
고성능,1,1,0,1.0,0.0,16
amd,1,0,1,1.143,-0.069,21
갤럭시,5,2,3,5.286,-0.087,240
모니터,3,0,3,3.429,-0.15,118
디스플레이,7,12,-5,7.857,-0.225,252
hp,2,1,1,2.857,-0.319,53
구글,1,6,-5,2.143,-0.464,67
xr,2,4,-2,4.143,-0.706,80
모바일,1,1,0,3.0,-0.732,54
qled,1,0,1,4.857,-1.204,37
