term,cur,prev,diff,total,ma7,z_like
디스플레이,26,8,18,185,8.714,4.374
레노버,22,3,19,87,4.429,5.66
삼성전자,18,26,-8,452,20.143,-0.39
노트북,12,18,-6,122,6.714,1.472
애플,12,28,-16,343,13.286,-0.277
벤츠,11,0,11,37,1.571,4.184
lg전자,11,23,-12,308,13.571,-0.549
amd,10,0,10,14,1.429,3.905
삼성디스플레이,10,1,9,68,3.857,2.073
oled,10,8,2,318,14.0,-0.844
tcl,9,2,7,38,1.714,3.155
tv,9,4,5,209,4.0,1.667
폴더블,9,6,3,245,9.0,0.0
모니터,9,5,4,168,10.286,-0.306
엔비디아,6,3,3,167,8.714,-0.687
xr,5,4,1,75,2.571,0.933
벤큐,4,0,4,12,0.571,1.953
boe,3,5,-2,17,1.429,0.716
sk하이닉스,3,1,2,72,2.143,0.348
갤럭시,3,17,-14,151,5.714,-0.801
아이폰,3,7,-4,121,6.0,-0.87
그램,2,0,2,3,0.286,1.117
asus,2,1,1,25,1.0,0.5
ar,2,0,2,66,1.143,0.414
kaist,2,0,2,30,1.143,0.414
lg디스플레이,2,0,2,64,1.286,0.335
샤오미,2,2,0,29,1.429,0.26
비보북,2,8,-6,10,1.429,0.26
화웨이,2,3,-1,22,1.571,0.19
모바일,2,2,0,41,2.429,-0.168
고성능,1,0,1,7,0.143,0.622
비보,1,0,1,2,0.143,0.622
봉지,1,0,1,1,0.143,0.622
지멘스,1,0,1,1,0.143,0.622
맥북,1,0,1,15,0.286,0.465
dell,1,0,1,6,0.286,0.465
퀄컴,1,1,0,29,0.429,0.345
vr,1,0,1,17,0.429,0.345
아이패드,1,1,0,6,0.429,0.345
고해상도,1,0,1,5,0.429,0.345
태블릿,1,0,1,12,0.571,0.244
양산,1,1,0,67,1.286,-0.134
공급망,1,1,0,40,1.429,-0.195
fhd,1,0,1,15,1.714,-0.309
카카오,1,1,0,44,2.714,-0.648
