--- Sentiment Scaling Log (2026-01-27) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Foldable_Display_Topic): score_raw=0.5307 -> score_final=0.5307
Topic 0 (Foldable_Display_Topic): score_raw=0.5396 -> score_final=0.5396
Topic 0 (Foldable_Display_Topic): score_raw=0.5309 -> score_final=0.5309
Topic 0 (Foldable_Display_Topic): score_raw=0.5546 -> score_final=0.5546
Topic 0 (Foldable_Display_Topic): score_raw=0.5292 -> score_final=0.5292
Topic 0 (Foldable_Display_Topic): score_raw=0.5244 -> score_final=0.5244
Topic 0 (Foldable_Display_Topic): score_raw=0.5340 -> score_final=0.5340
Topic 0 (Foldable_Display_Topic): score_raw=0.5332 -> score_final=0.5332
Topic 0 (Foldable_Display_Topic): score_raw=0.5352 -> score_final=0.5352
Topic 0 (Foldable_Display_Topic): score_raw=0.5369 -> score_final=0.5369
Topic 0 (Foldable_Display_Topic): score_raw=0.5337 -> score_final=0.5337
Topic 0 (Foldable_Display_Topic): score_raw=0.5337 -> score_final=0.5337
Topic 0 (Foldable_Display_Topic): score_raw=0.5284 -> score_final=0.5284
Topic 0 (Foldable_Display_Topic): score_raw=0.5328 -> score_final=0.5328
Topic 0 (Foldable_Display_Topic): score_raw=0.5345 -> score_final=0.5345
Topic 0 (Foldable_Display_Topic): score_raw=0.5301 -> score_final=0.5301
Topic 0 (Foldable_Display_Topic): score_raw=0.5416 -> score_final=0.5416
Topic 0 (Foldable_Display_Topic): score_raw=0.5351 -> score_final=0.5351
Topic 0 (Foldable_Display_Topic): score_raw=0.5340 -> score_final=0.5340
Topic 0 (Foldable_Display_Topic): score_raw=0.5351 -> score_final=0.5351
Topic 0 (Foldable_Display_Topic): score_raw=0.5366 -> score_final=0.5366
Topic 0 (Foldable_Display_Topic): score_raw=0.5419 -> score_final=0.5419
Topic 0 (Foldable_Display_Topic): score_raw=0.5409 -> score_final=0.5409
Topic 0 (Foldable_Display_Topic): score_raw=0.5408 -> score_final=0.5408
Topic 0 (Foldable_Display_Topic): score_raw=0.5418 -> score_final=0.5418
Topic 0 (Foldable_Display_Topic): score_raw=0.5343 -> score_final=0.5343
Topic 0 (Foldable_Display_Topic): score_raw=0.5282 -> score_final=0.5282
Topic 0 (Foldable_Display_Topic): score_raw=0.5368 -> score_final=0.5368
Topic 0 (Foldable_Display_Topic): score_raw=0.5468 -> score_final=0.5468
Topic 0 (Foldable_Display_Topic): score_raw=0.5338 -> score_final=0.5338
Topic 0 (Foldable_Display_Topic): score_raw=0.5351 -> score_final=0.5351
Topic 0 (Foldable_Display_Topic): score_raw=0.5353 -> score_final=0.5353
Topic 0 (Foldable_Display_Topic): score_raw=0.5418 -> score_final=0.5418
Topic 0 (Foldable_Display_Topic): score_raw=0.5393 -> score_final=0.5393
Topic 0 (Foldable_Display_Topic): score_raw=0.5380 -> score_final=0.5380
Topic 0 (Foldable_Display_Topic): score_raw=0.5356 -> score_final=0.5356
Topic 0 (Foldable_Display_Topic): score_raw=0.5299 -> score_final=0.5299
Topic 0 (Foldable_Display_Topic): score_raw=0.5310 -> score_final=0.5310
Topic 0 (Foldable_Display_Topic): score_raw=0.5111 -> score_final=0.5111
Topic 0 (Foldable_Display_Topic): score_raw=0.5466 -> score_final=0.5466
