term,cur,prev,diff,ma7,z_like,total
sk하이닉스,4,3,1,2.714,0.486,44
apple,1,0,1,0.286,0.465,3
카카오,1,0,1,0.286,0.465,12
구글,6,2,4,4.571,0.455,57
bmw,1,1,0,0.429,0.345,24
boe,1,1,0,0.429,0.345,20
vr,1,1,0,0.429,0.345,8
메타,1,2,-1,1.429,-0.195,19
아이폰,1,2,-1,1.857,-0.363,65
벤츠,1,3,-2,1.857,-0.363,26
xr,1,1,0,2.286,-0.512,53
lg디스플레이,1,5,-4,2.714,-0.648,122
노트북,3,6,-3,5.714,-0.801,115
엔비디아,1,3,-2,3.286,-0.813,88
삼성전자,6,6,0,9.857,-0.932,507
애플,1,13,-12,8.0,-1.828,166
tv,1,5,-4,8.714,-1.952,335
lg전자,1,4,-3,12.714,-2.566,345
