cluster_id,keywords
0,"양산, 소재, 공간, 개발, 분석, 계획, 생산, 인프라, 설계, 통합, 흐름, 환경, 구조, 솔루션, 바이오"
1,중국
2,애플
3,"구글, 매출, 주식, 자금, 투자, 달러, 수출"
4,"전기, 에너지"
5,갤럭시
6,"폴더블, 미국, 효과, 게임, 신제품, 클라우드, 일부, 문제, 자체, 브랜드, 폴드8, 가능성, 디자, 아마존, 최초, 패널, 미디어, 연결, 마이크, 포함, 북미, 충전, 때문, 증가, 기대, 모바, 상황, 더욱, 신규, 전체, 대형, 높이, 여기, 프리미엄, 전환, 자신, 경험, 현지, 엔비디아, 방식, 주사율, 전년"
7,"스마트폰, 모니터, 노트북, 반도체, 화면, 드론, 시스템, 장치, 카메라"
