term,cur,prev,diff,ma7,z_like,total
알파벳,4,0,4,0.571,1.953,5
csot,3,1,2,0.714,1.239,8
태블릿,3,1,2,0.714,1.239,17
파나소닉,2,0,2,0.286,1.117,2
asus,4,0,4,1.714,0.99,23
