term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,36,2,34,6.571,8.258,81
퀄컴,14,0,14,2.0,4.971,41
oled,32,9,23,10.857,4.923,277
lg전자,16,3,13,5.0,3.399,199
boe,8,0,8,1.143,3.314,32
모니터,13,4,9,4.0,3.0,116
폴더블,8,0,8,2.143,2.377,85
사이니지,5,0,5,0.714,2.323,11
amd,3,1,2,0.571,1.383,49
tv,10,3,7,5.429,1.373,229
메타,2,0,2,0.286,1.117,13
저전력,2,0,2,0.286,1.117,6
현대모비스,4,0,4,1.857,0.907,40
디스플레이,13,8,5,9.429,0.877,201
nvidia,2,2,0,0.714,0.697,21
lg화학,1,0,1,0.143,0.622,17
sk온,1,0,1,0.143,0.622,19
고효율,1,0,1,0.143,0.622,3
화웨이,1,0,1,0.143,0.622,9
4k,1,0,1,0.286,0.465,7
고성능,1,0,1,0.286,0.465,24
샤오미,1,0,1,0.286,0.465,28
qled,1,1,0,0.429,0.345,4
아마존,1,1,0,0.429,0.345,26
lcd,2,2,0,1.286,0.335,22
태블릿,1,0,1,0.571,0.244,20
한미반도체,1,1,0,0.571,0.244,7
엔비디아,7,14,-7,6.429,0.162,220
스마트폰,2,4,-2,1.714,0.124,73
노트북,3,6,-3,2.857,0.053,102
삼성전자,14,12,2,14.143,-0.03,550
인텔,2,5,-3,2.143,-0.058,68
asus,1,1,0,1.429,-0.195,17
sk하이닉스,1,5,-4,1.857,-0.363,47
아이폰,1,2,-1,2.143,-0.464,74
모바일,1,1,0,2.429,-0.558,43
애플,3,2,1,5.0,-0.618,237
레노버,1,3,-2,5.429,-1.33,76
벤츠,2,1,1,9.429,-1.825,149
