term,cur,diff,z_like
삼성디스플레이,36,34,8.26
퀄컴,14,14,4.97
oled,32,23,4.92
lg전자,16,13,3.40
boe,8,8,3.31
모니터,13,9,3.00
폴더블,8,8,2.38
사이니지,5,5,2.32
