term,cur,prev,diff,ma7,z_like,total
boe,8,0,8,1.143,3.314,32
사이니지,5,0,5,0.714,2.323,11
저전력,2,0,2,0.286,1.117,6
메타,2,0,2,0.286,1.117,13
