cluster_id,keywords
0,배터리
1,"인프라, 환경"
2,"기술력, 생산, 공장, 제조, 산업용, 분석, 설계, 개발, 에너지, 효율, 투자, 경쟁력"
3,"스마트폰, 애플, 구글, 갤럭시, 솔루션, 미국, 맥북, 신제품, 시스템, 대형, 소재, 폴더블, 모듈, 달러, 크게, 점유율, 양산, 핵심, 시간, 광고, 공정, 이상, 주식, 교수, 납품, 세탁, 계획, 프리미엄, 패널, 고성능, 공간, 신규, 확산, 결과, 하고, 맞춤형, 영향, 역할, 연결, 마이크, 게임, 문제, 회사, 적용, 유럽, 시작, 가능, 경험, 가능성, 자동"
4,전쟁
5,"반도체, 노트북, 모니터"
6,중국
7,카메라
