term,cur,prev,diff,ma7,z_like,total
lg전자,13,3,10,4.857,2.542,261
oled,11,11,0,5.429,1.673,282
sk하이닉스,6,1,5,2.286,1.479,64
인텔,3,0,3,0.714,1.239,91
노트북,5,2,3,2.429,1.005,122
생산능력,2,0,2,0.429,0.95,5
한화솔루션,2,0,2,0.714,0.697,6
갤럭시,4,2,2,2.286,0.682,75
csot,1,0,1,0.143,0.622,4
nvidia,1,0,1,0.143,0.622,1
고효율,1,0,1,0.143,0.622,14
샤프,1,0,1,0.143,0.622,2
저전력,1,0,1,0.143,0.622,1
엔비디아,4,1,3,2.429,0.614,62
디스플레이,4,7,-3,2.714,0.486,213
bmw,1,0,1,0.286,0.465,6
벤츠,1,0,1,0.286,0.465,53
오포,1,1,0,0.429,0.345,3
공급망,1,0,1,0.571,0.244,14
tsmc,1,1,0,0.571,0.244,25
모바일,1,1,0,0.857,0.074,28
스마트폰,2,1,1,2.0,0.0,85
byd,1,1,0,1.429,-0.195,16
tv,5,7,-2,5.714,-0.211,377
구글,1,4,-3,1.857,-0.363,54
ar,1,6,-5,2.0,-0.414,44
한미반도체,1,0,1,2.571,-0.604,20
lg디스플레이,3,5,-2,5.429,-0.729,126
lcd,3,12,-9,6.143,-0.904,60
애플,1,7,-6,5.0,-1.236,164
삼성전자,6,7,-1,13.286,-1.569,392
