term,cur,prev,diff,ma7,z_like,total
아마존,3,0,3,0.429,1.554,5
kaist,2,0,2,0.286,1.117,2
한화솔루션,2,0,2,0.286,1.117,3
bmw,2,0,2,0.286,1.117,4
lg화학,2,0,2,0.429,0.95,7
