term,cur,prev,diff,total,ma7,z_like
레노버,15,1,14,66,3.286,4.165
울트라샤프,10,0,10,10,1.429,3.905
모바일,10,2,8,79,2.429,2.959
hdr,6,0,6,7,0.857,2.67
저전력,6,0,6,7,0.857,2.67
tcl,8,0,8,42,3.714,1.464
hp,4,2,2,43,1.429,1.171
딥엑스,2,0,2,2,0.286,1.117
고성능,3,2,1,18,1.0,1.0
lcd,3,0,3,47,1.0,1.0
boe,3,2,1,60,1.143,0.898
lg화학,1,0,1,2,0.143,0.622
게이밍모니터,1,0,1,2,0.143,0.622
샤프,1,0,1,2,0.143,0.622
롤러블,1,0,1,3,0.143,0.622
intel,1,0,1,5,0.143,0.622
애플,6,3,3,150,4.143,0.612
픽셀,1,0,1,4,0.429,0.345
ar,2,2,0,42,1.286,0.335
아마존,1,1,0,9,0.571,0.244
아이폰,2,0,2,79,1.571,0.19
현대모비스,1,0,1,53,0.714,0.155
구글,1,1,0,55,0.714,0.155
공급망,1,0,1,18,1.143,-0.069
갤럭시,2,1,1,83,2.571,-0.219
스마트폰,1,0,1,108,1.714,-0.309
그램,1,1,0,29,4.0,-1.0
