term,cur,prev,diff,total,ma7,z_like
모바일,3,1,2,22,0.857,1.113
스마트폰,6,2,4,99,3.714,0.781
asp,1,0,1,1,0.143,0.622
lg화학,1,0,1,8,0.143,0.622
amd,1,0,1,9,0.143,0.622
퀄컴,2,1,1,32,1.0,0.5
갤럭시,5,3,2,168,3.714,0.439
kaist,1,0,1,22,0.571,0.244
인텔,1,0,1,31,0.571,0.244
아이폰,3,3,0,79,2.571,0.165
ar,2,0,2,65,1.857,0.06
모니터,3,3,0,96,2.857,0.053
구글,3,2,1,93,3.143,-0.052
양산,1,1,0,67,1.143,-0.069
벤츠,2,2,0,28,3.0,-0.366
sk하이닉스,1,1,0,89,2.143,-0.464
xr,1,1,0,64,2.714,-0.648
폴더블,6,2,4,192,8.571,-0.655
