term,cur,prev,diff,total,ma7,z_like
맥북,6,1,5,26,1.286,2.209
vr,4,1,3,23,0.857,1.632
sharp,2,0,2,8,0.286,1.117
갤럭시,5,3,2,81,2.857,0.797
byd,2,1,1,17,0.714,0.697
아이폰,3,1,2,67,1.571,0.634
알파벳,1,0,1,5,0.143,0.622
hp,1,0,1,56,0.286,0.465
kaist,1,0,1,23,0.571,0.244
현대모비스,1,0,1,49,0.714,0.155
메타,1,0,1,22,0.857,0.074
모바일,1,0,1,29,0.857,0.074
스마트폰,2,2,0,84,2.0,0.0
boe,1,1,0,28,1.0,0.0
노트북,3,2,1,113,3.143,-0.052
엔비디아,2,0,2,56,2.286,-0.114
ar,1,1,0,42,1.429,-0.195
lg디스플레이,1,0,1,118,1.571,-0.254
구글,1,0,1,45,1.714,-0.309
디스플레이,4,1,3,185,5.286,-0.39
카카오,2,0,2,39,3.143,-0.412
폴더블,1,1,0,54,2.714,-0.648
모니터,1,0,1,85,4.0,-1.0
oled,2,2,0,285,8.857,-1.725
