term,cur,prev,diff,total,ma7,z_like
삼성전자,16,34,-18,513,13.0,0.651
lg화학,11,1,10,38,5.429,1.673
모니터,10,29,-19,198,8.571,0.364
디스플레이,9,9,0,209,5.857,0.919
tv,8,10,-2,362,10.429,-0.574
갤럭시,7,9,-2,111,4.429,0.828
oled,6,7,-1,289,7.571,-0.419
xr,5,8,-3,118,3.571,0.494
구글,5,2,3,84,5.286,-0.087
애플,5,13,-8,253,7.857,-0.751
lg디스플레이,4,6,-2,138,3.714,0.098
스마트폰,4,3,1,101,4.286,-0.093
sk하이닉스,3,2,1,69,1.286,0.803
hp,2,0,2,15,0.571,0.814
asus,2,0,2,26,0.714,0.697
삼성디스플레이,2,1,1,86,0.857,0.593
아마존,2,2,0,14,1.0,0.5
엔비디아,2,4,-2,177,2.857,-0.319
폴더블,2,3,-1,114,2.857,-0.319
8k,1,0,1,3,0.143,0.622
qned,1,0,1,2,0.143,0.622
ald,1,0,1,1,0.143,0.622
맥북,1,0,1,63,0.286,0.465
선익시스템,1,0,1,16,0.286,0.465
샤오미,1,0,1,13,0.286,0.465
sharp,1,0,1,11,0.286,0.465
4k,1,0,1,5,0.286,0.465
한화시스템,1,1,0,4,0.286,0.465
공급망,1,0,1,36,0.429,0.345
양산,1,1,0,63,0.571,0.244
인텔,1,1,0,40,0.571,0.244
lcd,1,2,-1,37,0.571,0.244
amd,1,0,1,26,0.571,0.244
화웨이,1,1,0,13,0.571,0.244
메타,1,0,1,26,1.429,-0.195
모바일,1,1,0,65,1.857,-0.363
vr,1,1,0,55,2.0,-0.414
기아,1,13,-12,33,2.286,-0.512
lg전자,1,3,-2,224,2.571,-0.604
tcl,1,6,-5,89,2.714,-0.648
ar,1,1,0,48,3.0,-0.732
소니,1,5,-4,33,3.429,-0.852
