term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,20,2,18,5.0,4.635,48
oled,23,13,10,13.429,2.052,120
lg전자,6,3,3,1.857,1.753,22
lg디스플레이,15,15,0,9.286,1.412,67
v2x,1,0,1,0.143,0.622,1
애플,7,23,-16,5.143,0.568,39
엔비디아,1,0,1,0.286,0.465,8
에어팟,1,1,0,0.286,0.465,2
아이폰,2,3,-1,1.143,0.414,9
샤오미,1,0,1,0.429,0.345,3
아이패드,1,2,-1,0.429,0.345,3
boe,2,0,2,1.286,0.335,14
카카오,2,1,1,1.286,0.335,9
폴더블,2,4,-2,1.429,0.26,11
구글,1,0,1,0.571,0.244,7
패널,1,0,1,0.571,0.244,8
올레드,1,2,-1,0.857,0.074,7
sk하이닉스,2,4,-2,2.0,0.0,16
tsmc,1,8,-7,1.286,-0.134,9
삼성전자,1,3,-2,5.714,-1.39,53
