term,cur,prev,diff,total,ma7,z_like
tv,11,1,10,248,4.857,1.917
디스플레이,8,1,7,163,4.571,1.093
oled,7,0,7,285,4.286,0.884
저전력,1,0,1,3,0.143,0.622
벤츠,1,0,1,7,0.143,0.622
수율,1,0,1,12,0.143,0.622
lcd,2,0,2,10,0.857,0.593
스마트폰,4,3,1,87,2.571,0.549
벤큐,1,1,0,5,0.286,0.465
카카오,1,1,0,15,0.571,0.244
기아,1,0,1,21,0.571,0.244
boe,1,0,1,26,0.714,0.155
메타,1,0,1,34,0.714,0.155
byd,1,0,1,10,0.857,0.074
공급망,1,0,1,48,1.143,-0.069
태블릿,1,0,1,15,1.429,-0.195
xr,4,2,2,109,5.0,-0.309
아이폰,1,0,1,44,2.286,-0.512
구글,1,1,0,110,2.429,-0.558
폴더블,1,1,0,60,2.571,-0.604
lg디스플레이,1,1,0,76,3.571,-0.89
