term,cur,prev,diff,total,ma7,z_like
lg전자,25,12,13,268,9.857,3.658
애플,13,12,1,184,8.143,1.26
oled,11,3,8,290,5.429,1.673
아이폰,8,2,6,60,3.286,1.676
sk하이닉스,7,4,3,58,2.429,1.787
갤럭시,5,4,1,54,2.143,1.16
tv,5,13,-8,280,12.857,-1.713
삼성전자,4,12,-8,463,19.714,-2.889
게이밍모니터,3,1,2,11,0.571,1.383
모니터,3,5,-2,110,1.571,0.634
공급망,3,1,2,41,1.571,0.634
스마트폰,3,3,0,79,3.0,0.0
폴더블,3,1,2,69,3.571,-0.198
디스플레이,3,10,-7,173,6.571,-1.002
xr,3,10,-7,151,9.286,-1.553
tcl,2,2,0,29,1.0,0.5
양산,2,3,-1,49,1.143,0.414
모바일,2,4,-2,28,1.286,0.335
인텔,2,7,-5,54,1.857,0.06
ar,2,4,-2,34,2.286,-0.114
삼성디스플레이,2,1,1,67,2.857,-0.319
etri,1,0,1,17,0.143,0.622
스마트워치,1,0,1,4,0.143,0.622
해상도,1,0,1,3,0.143,0.622
롤러블,1,0,1,2,0.143,0.622
고성능,1,0,1,14,0.286,0.465
asus,1,1,0,12,0.286,0.465
csot,1,0,1,2,0.286,0.465
메타,1,0,1,28,0.429,0.345
수율,1,0,1,14,0.429,0.345
아마존,1,0,1,4,0.429,0.345
카카오,1,1,0,15,0.571,0.244
sharp,1,0,1,14,0.571,0.244
bmw,1,2,-1,15,0.714,0.155
lcd,1,1,0,10,0.714,0.155
레노버,1,0,1,84,1.143,-0.069
구글,1,3,-2,61,1.571,-0.254
올레드,1,11,-10,42,1.714,-0.309
boe,1,1,0,35,1.857,-0.363
엔비디아,1,3,-2,218,3.429,-0.852
